"beer_id","tag_id"
"1,193",305
"1,311",311
"3,886",331
"3,582","1,013"
"3,144",193
292,170
"3,594","1,015"
"1,743",54
"4,164",54
"1,160",336
"3,020",180
"1,227",54
668,161
723,331
"4,160","1,068"
978,183
"1,463",242
"3,543",881
374,352
"1,932",161
"2,901",326
954,329
10,2
645,487
234,39
555,461
"4,601",729
"2,890",543
753,305
"2,683",773
53,130
805,39
"2,368",329
"1,646",748
"3,279",481
"4,555",148
"2,210",833
284,324
"1,164",259
"2,890",461
"3,484",261
"3,198",559
"3,691","1,022"
297,259
663,161
"2,653",273
607,230
"2,839",237
"3,439",601
"3,455",155
"4,115",378
"3,581",3
"3,743",710
628,416
397,172
"1,487",719
958,582
21,49
764,533
"3,956",767
310,158
"1,498",399
"3,829",63
303,342
308,155
"1,030",155
"1,046",158
663,130
"3,405",639
"3,645",161
"3,336",63
"2,444",614
"2,378",270
"2,742",375
"3,443",299
"2,128",306
"3,923",437
512,39
"4,152",849
409,337
"3,152",626
"1,178",324
"3,883",381
"1,708",550
"3,137",237
"1,828",242
181,294
743,525
"3,028",158
"3,227",148
"3,139",366
"2,190",826
558,163
625,441
"3,130",650
328,305
"3,969",230
"1,311",161
"2,071",84
"1,035",161
"1,307",54
"2,886",908
"1,907",781
"3,796",909
"2,570",185
"4,296",968
463,130
"3,545",635
300,158
"2,659",352
"2,136",632
"3,672",161
"2,978",160
34,3
"4,342",533
"2,001",303
"1,221",161
"3,399",378
"1,781",158
754,325
"3,557",92
"4,560",84
"2,674",130
646,172
"4,027",326
"1,846",774
"1,467",130
"2,190",301
"3,385",546
"2,337",461
"1,990",172
"3,022",155
"3,837",738
"3,274",50
"4,571",102
"3,393",399
954,346
67,124
"3,337",379
563,148
"2,342",447
"2,790",904
"2,991",325
"2,666",352
546,158
"2,024",795
592,184
"1,142",86
"2,090",1
413,259
"3,405",494
310,180
421,172
"1,549",158
"2,494",865
"4,127","1,060"
"3,536",3
113,158
"3,876",50
"1,447",170
427,172
"1,467",161
"1,116",352
"2,912",850
"2,691",50
"1,146",352
"4,533",461
719,228
305,155
"1,823",130
"3,405",546
"1,502",316
"3,054",291
"1,754",563
219,311
"1,678",646
"1,013",322
"3,122",378
39,3
"1,324",468
530,158
"1,008",161
"1,333",240
"3,433",632
"3,816",161
82,179
395,375
"1,172",264
"3,976","1,043"
67,161
"4,022",1
552,54
"3,521",170
"4,204",311
"1,927",240
"3,254",259
"1,975",489
"1,017",172
302,161
440,172
"4,565",84
65,158
997,452
"2,742",325
"1,166",270
"2,054",50
"3,787",130
682,496
"2,045",326
"4,025",183
"3,704",329
"3,421",995
286,97
"3,139",84
"4,378",130
"4,246",196
"3,378",325
"4,041",97
"4,241",369
40,89
"2,885",312
316,130
"1,273",409
"1,287",54
"3,893",62
"2,970",301
"1,021",291
"2,904",850
650,325
"1,157",651
"3,805",352
"1,014",242
156,130
964,188
"2,580",86
630,441
753,301
"1,881",545
"4,130",496
"3,413",366
"2,088",97
"2,494",812
"4,236",337
"1,646",749
"2,815",704
"3,580",15
"3,485",402
"4,401",50
"1,615",312
914,286
529,155
647,242
"1,731",278
413,393
"2,128",813
"3,434",352
292,259
"3,926",461
"3,806",911
"1,907",183
"3,465",709
455,242
968,305
"4,303",904
"3,454",172
"1,270",663
"3,926",543
606,402
"2,685",161
"3,863",305
"2,088",670
"4,497",419
"1,498",50
"2,685",773
"3,162",960
"1,008",604
"1,027",193
291,230
27,3
"1,008",155
"2,965",655
"3,032",291
"3,484",616
"3,412",84
"1,189",264
"3,559",305
69,162
"3,813",461
"3,129",161
"1,643",748
"2,856",89
"2,934",130
723,158
"1,143",650
"3,869",337
676,161
572,416
"2,353",381
"3,131",362
"1,983",161
"1,995",54
"2,689",892
"3,078",295
"3,723",349
"1,187",325
"4,012",559
"2,895",84
295,316
"1,462",242
"3,453",528
"2,940",322
973,84
"3,189",148
"3,668",259
592,264
"4,227",930
"3,439",180
"3,573",131
"4,037",1
"1,018",405
"3,000",325
96,160
"2,583",879
305,161
511,76
"3,122",161
204,130
"3,484",242
"2,592",874
"1,881",311
"2,070",158
"2,052",314
"2,323",543
"1,659",331
"3,252",130
"3,128",352
"3,035",237
"3,878",337
"1,138",645
"3,407",130
"2,957",933
"1,467",155
"4,025",338
"2,651",161
"3,972",337
"1,846",303
"3,662",495
"3,241",349
820,39
"1,001",89
"1,742",734
"1,164",326
37,89
165,261
"4,270",370
"3,933",731
"4,234","1,074"
286,54
"2,190",559
"3,189",677
"3,799",849
"3,826",461
"3,022",161
"3,673",399
"4,339",678
997,596
"3,089",170
"3,491","1,007"
"4,270",967
"1,633",745
320,158
"2,001",774
"2,839",314
"1,341",183
473,172
