"","id","name","price","rating","review_count","city","state","zip_code","latitude","longitude"
"1","elk-creek-cafe-aleworks-millheim","Elk Creek Cafe + Aleworks","$$",4,72,"Millheim","PA","16854",40.891092,-77.476983
"2","rusty-rail-brewing-company-mifflinburg","Rusty Rail Brewing Company","$$",4,84,"Mifflinburg","PA","17844",40.91605,-77.05385
"3","drunk-monkey-brew-werks-lewistown","Drunk Monkey Brew Werks",NA,5,1,"Lewistown","PA","17044",40.59110085,-77.58468384
"4","bullfrog-brewery-williamsport","Bullfrog Brewery","$$",4,226,"Williamsport","PA","17701",41.24026,-77.0056
"5","boom-city-brewing-company-williamsport","Boom City Brewing Company","$$",3.5,11,"Williamsport","PA","17701",41.24072739,-77.00290172
"6","moon-and-raven-public-house-williamsport","Moon And Raven Public House","$$",4,77,"Williamsport","PA","17701",41.24079218,-77.00498093
"7","parish-brewing-company-broussard","Parish Brewing Company","$",4.5,13,"Broussard","LA","70518",30.15863269,-91.94835866
"8","cajun-brewing-lafayette","Cajun Brewing",NA,4.5,2,"Lafayette","LA","70506",30.21572876,-92.05027771
"9","bjs-restauarant-and-brewhouse-lafayette","BJ's Restauarant & Brewhouse","$$",3.5,29,"Lafayette","LA","70508",30.15538924,-92.04657231
"10","the-growler-oxford","The Growler","$",4.5,9,"Oxford","MS","38655",34.3677884,-89.5186213
"11","snack-bar-oxford","Snack Bar","$$$",4,50,"Oxford","MS","38655",34.37519075,-89.51593154
"12","roosters-blues-house-oxford","Rooster's Blues House","$$",2.5,19,"Oxford","MS","38655",34.36681368,-89.51933463
"13","the-mill-house-greenwood-3","The Mill House","$$",4,66,"Greenwood","SC","29646",34.189648,-82.163725
"14","carolina-bauernhaus-ales-anderson","Carolina Bauernhaus Ales","$$",4.5,9,"Anderson","SC","29625",34.505619,-82.651962
"15","growler-haus-anderson","Growler Haus","$$",4.5,7,"Anderson","SC","29621",34.5055784,-82.6510546
"16","stressfree-moose-greenville","StressFree Moose","$$",3.5,44,"Greenville","ME","04441",45.45897926,-69.59460139
"17","blue-heron-brew-pub-marshfield","Blue Heron Brew Pub","$$",4,75,"Marshfield","WI","54449",44.65962499,-90.17913267
"18","bare-arms-brewing-waco","Bare Arms Brewing","$",4.5,13,"Waco","TX","76706",31.5250927,-97.13116493
"19","barnetts-pub-waco","Barnett's Pub","$$",3.5,34,"Waco","TX","76701",31.55593,-97.13036
"20","center-square-brewing-abbottstown","Center Square Brewing",NA,5,1,"Abbottstown","PA","17301",39.8870163,-76.984581
"21","something-wicked-brewing-co-hanover","Something Wicked Brewing Co","$$",4.5,11,"Hanover","PA","17331",39.80146012,-76.98323462
"22","miscreation-brewing-company-hanover","Miscreation Brewing Company","$$",4,29,"Hanover","PA","17331",39.80067511,-76.98325148
"23","warehouse-gourmet-bistro-and-brewpub-hanover","Warehouse Gourmet Bistro & Brewpub","$$",4,60,"Hanover","PA","17331",39.80258179,-76.98925781
"24","aldus-brewing-hanover","Aldus Brewing","$",4.5,13,"Hanover","PA","17331",39.79052353,-76.97698212
"25","center-square-brewing-abbottstown-2","Center Square Brewing",NA,4.5,2,"Abbottstown","PA","17301",39.8861599,-76.98517
"26","buon-appetito-ristorante-spring-grove-3","Buon Appetito Ristorante","$$",4.5,13,"Spring Grove","PA","17362",39.8464699,-76.8999
"27","battlefield-brew-works-gettysburg","Battlefield Brew Works","$$",3.5,51,"Gettysburg","PA","17325",39.846231,-77.210761
"28","liquid-hero-brewing-company-york","Liquid Hero Brewing Company","$$",4.5,34,"York","PA","17401",39.9667352,-76.72858375
"29","appalachian-brewing-company-gettysburg-3","Appalachian Brewing Company","$$",3.5,77,"Gettysburg","PA","17325",39.8201,-77.23478
"30","collusion-tap-works-york","Collusion Tap Works","$$",4,14,"York","PA","17401",39.9618567,-76.7240154
"31","altland-house-grill-and-pub-abbottstown","Altland House Grill & Pub","$$",3.5,22,"Abbottstown","PA","17301",39.8868632,-76.984608
"32","appalachian-brewing-company-gettysburg-2","Appalachian Brewing Company","$$",3,106,"Gettysburg","PA","17325",39.84261703,-77.19194794
"33","gunpowder-falls-brewing-shrewsbury-township","Gunpowder Falls Brewing","$",4.5,10,"Shrewsbury Township","PA","17349",39.75555,-76.66206
"34","tattered-flag-brewery-and-still-works-middletown","Tattered Flag Brewery & Still Works","$$",4.5,41,"Middletown","PA","17057",40.19499,-76.73165
"35","molly-pitcher-brewing-company-carlisle","Molly Pitcher Brewing Company","$",4.5,32,"Carlisle","PA","17013",40.1981544,-77.1888809
"36","ever-grain-brewing-camp-hill-3","Ever Grain Brewing","$$",4,43,"Camp Hill","PA","17011",40.23855464,-76.96080884
"37","holy-hound-taproom-york","Holy Hound Taproom","$$",4.5,74,"York","PA","17401",39.96067156,-76.72884008
"38","harty-brewing-co-mechanicsburg","Harty Brewing Co","$",4.5,13,"Mechanicsburg","PA","17050",40.23778886,-77.01951385
"39","crystal-ball-brewing-company-west-york","Crystal Ball Brewing Company",NA,5,1,"West York","PA","17404",39.94850091,-76.76270507
"40","montross-brewery-montross","Montross Brewery","$$",5,7,"Montross","VA","22520",38.09333295,-76.83388818
"41","mullys-brewery-prince-frederick","Mully's Brewery","$",4.5,11,"Prince Frederick","MD","20678",38.51257335,-76.64823543
"42","ruddy-duck-brewery-and-grill-dowell","Ruddy Duck Brewery & Grill","$$",4,209,"Dowell","MD","20629",38.3472741,-76.4547153
"43","pax-river-ale-house-lexington-park","Pax River Ale House","$$",4,58,"Lexington Park","MD","20653",38.2710048,-76.462483
"44","calvert-brewing-company-prince-frederick-2","Calvert Brewing Company","$",2,1,"Prince Frederick","MD","20678",38.5085402,-76.6222335
"45","ruddy-duck-adventures-dowell","Ruddy Duck Adventures",NA,5,1,"Dowell","MD","20629",38.34996969,-76.45706266
"46","wish-wish-wine-tours-charlottesville-2","Wish Wish Wine Tours",NA,5,83,"Charlottesville","VA","22902",38.0287133,-78.4808901
"47","fred-vegas-brew-tours-fredericksburg","Fred Vegas Brew Tours",NA,5,1,"Fredericksburg","VA","22401",38.30109,-77.46381
"48","the-college-cab-charlottesville-2","The College Cab",NA,3.5,15,"Charlottesville","VA","22903",38.0372893,-78.499582
"49","white-squirrel-brewery-bowling-green","White Squirrel Brewery","$$",4.5,134,"Bowling Green","KY","42101",36.98474624,-86.44067081
"50","corsair-artisan-distillery-and-gift-shop-bowling-green","Corsair Artisan Distillery & Gift Shop","$$",4,17,"Bowling Green","KY","42101",36.99400711,-86.44094849
"51","independent-brewing-co-bel-air","Independent Brewing Co","$$",4.5,43,"Bel Air","MD","21014",39.53964615,-76.35674286
"52","falling-branch-brewery-street","Falling Branch Brewery","$$",4,7,"Street","MD","21154",39.66464,-76.36825
"53","ocean-city-brewing-company-abingdon-3","Ocean City Brewing Company","$$",2.5,130,"Abingdon","MD","21009",39.46850912,-76.3099364
"54","south-county-brewery-fawn-grove","South County Brewery","$",5,4,"Fawn Grove","PA","17321",39.73214163,-76.44935301
"55","hollow-earth-brewing-company-oxford","Hollow Earth Brewing Company","$$",3.5,9,"Oxford","PA","19363",39.7856129,-75.97861726
"56","key-brewing-dundalk","Key Brewing","$$",5,3,"Dundalk","MD","21222",39.24459653,-76.46270309
"57","whitemarsh-brewing-co-baltimore","Whitemarsh Brewing Co",NA,2.5,2,"Baltimore","MD","21236",39.373172,-76.457595
"58","red-brick-station-white-marsh","Red Brick Station","$$",3.5,263,"White Marsh","MD","21236",39.3714276,-76.464307
"59","bog-turtle-brewery-oxford","Bog Turtle Brewery",NA,5,1,"Oxford","PA","19363",39.78479,-75.97948
"60","old-stone-cider-lewisville","Old Stone Cider",NA,5,1,"Lewisville","PA","19363",39.723325,-75.872738
"61","hucks-place-columbus","Huck's Place","$$",4,89,"Columbus","MS","39701",33.49428177,-88.42766571
"62","southern-pines-brewing-company-southern-pines-2","Southern Pines Brewing Company","$$",4.5,26,"Southern Pines","NC","28387",35.1873602,-79.37159632
"63","railhouse-brewery-aberdeen-3","Railhouse Brewery","$$",3.5,43,"Aberdeen","NC","28315",35.14405558,-79.42497253
"64","old-firehouse-brewery-williamsburg","Old Firehouse Brewery","$",4.5,17,"Williamsburg","OH","45176",39.053726,-84.052933
"65","cincy-brew-bus-cincinnati","Cincy Brew Bus",NA,4.5,18,"Cincinnati","OH","45202",39.1187805,-84.5309561
"66","ward-hotel-aberdeen","Ward Hotel",NA,5,1,"Aberdeen","SD","57401",45.46394303,-98.48812468
"67","steam-donkey-brewing-company-aberdeen-2","Steam Donkey Brewing Company","$$",5,10,"Aberdeen","WA","98520",46.97410614,-123.8175342
"68","8th-street-ale-house-hoquiam","8th Street Ale House","$$",4.5,99,"Hoquiam","WA","98550",46.9772644,-123.8829803
"69","blackbeards-brewing-westport","Blackbeard's Brewing","$$",4.5,70,"Westport","WA","98595",46.88709641,-124.1120453
"70","the-tap-room-aberdeen","The Tap Room","$",4,24,"Aberdeen","WA","98520",46.97430343,-123.8175349
"71","bog-water-brewery-westport","Bog Water Brewery","$$",4,17,"Westport","WA","98595",46.86003398,-124.1077319
"72","elk-head-tap-room-ocean-shores","Elk Head Tap Room","$",4.5,49,"Ocean Shores","WA","98569",47.00899,-124.162
"73","galway-bay-ocean-shores","Galway Bay","$$",3.5,259,"Ocean Shores","WA","98569",47.014836,-124.161729
"74","green-lantern-tavern-copalis-beach","Green Lantern Tavern","$$",4,54,"Copalis Beach","WA","98535",47.11365509,-124.1743011
"75","pitchwood-alehouse-raymond","Pitchwood Alehouse","$$",4.5,75,"Raymond","WA","98577",46.68769,-123.73299
"76","mill-109-pacific-beach","Mill 109","$$",3.5,198,"Pacific Beach","WA","98571",47.195538,-124.198649
"77","watermans-crab-house-rock-hall-2","Waterman's Crab House","$$",3.5,73,"Rock Hall","MD","21661",39.13350825,-76.24304061
"78","druid-city-brewing-company-taproom-tuscaloosa","Druid City Brewing Company Taproom","$",4.5,12,"Tuscaloosa","AL","35401",33.19999587,-87.54518401
"79","red-mountain-crawfish-birmingham-2","Red Mountain Crawfish","$$",5,31,"Birmingham","AL","35205",33.52432766,-86.77391049
"80","yellow-house-canyon-brew-works-lubbock","Yellow House Canyon Brew Works","$$",5,3,"Lubbock","TX","79415",33.6074998,-101.8733713
"81","the-triple-j-chophouse-and-brew-co-lubbock","Triple J's Chop House & Brew Pub","$$",4,197,"Lubbock","TX","79401",33.57834244,-101.8440323
"82","bjs-restaurant-and-brewhouse-lubbock","BJ's Restaurant & Brewhouse","$$",3,111,"Lubbock","TX","79424",33.53157773,-101.9143765
"83","pappy-slokum-brewery-abilene","Pappy Slokum Brewery","$",4.5,13,"Abilene","TX","79602",32.44460297,-99.72690582
"84","sockdolager-brewing-abilene","Sockdolager Brewing","$",4.5,5,"Abilene","TX","79602",32.44133815,-99.72703367
"85","iron-spike-brewing-company-galesburg-2","Iron Spike Brewing Company","$$",4,64,"Galesburg","IL","61401",40.9461,-90.36897
"86","peabody-heights-brewery-baltimore","Peabody Heights Brewery","$",4.5,15,"Baltimore","MD","21218",39.32463257,-76.61070127
"87","monument-city-brewing-baltimore","Monument City Brewing","$$",4.5,14,"Baltimore","MD","21224",39.29272723,-76.5621348
"88","waverly-brewing-company-baltimore","Waverly Brewing Company","$",4,45,"Baltimore","MD","21211",39.33165359,-76.64131927
"89","diamondback-brewing-company-baltimore","Diamondback Brewing Company","$",4,17,"Baltimore","MD","21230",39.26891708,-76.59773254
"90","the-brewers-art-baltimore","The Brewer's Art","$$",4,880,"Baltimore","MD","21201",39.3028253,-76.61617992
"91","oliver-brewing-company-baltimore","Oliver Brewing Company","$$",4,9,"Baltimore","MD","21213",39.31481552,-76.5532074
"92","nepenthe-homebrew-baltimore","Nepenthe Homebrew","$$",5,15,"Baltimore","MD","21211",39.33097796,-76.64212042
"93","pratt-street-ale-house-baltimore","Pratt Street Ale House","$$",3.5,515,"Baltimore","MD","21201",39.28659821,-76.61815643
"94","of-love-and-regret-baltimore","Of Love & Regret","$$",4,234,"Baltimore","MD","21224",39.280742,-76.566986
"95","heavy-seas-alehouse-baltimore","Heavy Seas AleHouse","$$",3.5,195,"Baltimore","MD","21231",39.28653906,-76.59908725
"96","brew-house-no-16-baltimore-2","Brew House No. 16","$$",3.5,158,"Baltimore","MD","21202",39.2996254,-76.61264038
"97","maxs-taphouse-baltimore-2","Max's Taphouse","$$",4,490,"Baltimore","MD","21231",39.2826585,-76.59299105
"98","wolf-hills-brewing-abingdon","Wolf Hills Brewing","$",4.5,22,"Abingdon","VA","24210",36.71241,-81.96534
"99","studio-brew-bristol","Studio Brew","$$",4.5,31,"Bristol","VA","24201",36.59827874,-82.18213675
"100","the-damascus-brewery-damascus","The Damascus Brewery","$$$",3.5,6,"Damascus","VA","24236",36.6402283,-81.8020325
"101","bristol-brewery-bristol","Bristol Brewery","$",3.5,2,"Bristol","VA","24201",36.59628,-82.18418
"102","holston-river-brewing-bristol","Holston River Brewing","$$",5,5,"Bristol","TN","37620",36.5261111,-82.2539707
"103","sugar-hill-brewing-company-saint-paul","Sugar Hill Brewing Company","$$",5,2,"Saint Paul","VA","24283",36.9050773,-82.3100778
"104","mellow-mushroom-bristol","Mellow Mushroom","$$",4,38,"Bristol","VA","24201",36.6373633,-82.11590997
"105","tri-cities-joyrides-johnson-city","Tri-Cities JoyRides",NA,5,1,"Johnson City","TN","37601",36.32903671,-82.32154083
"107","10th-district-brewing-company-abington","10th District Brewing Company","$$",5,7,"Abington","MA","02351",42.1056,-70.9459399
"108","barrel-house-z-weymouth","Barrel House Z","$$",4.5,20,"Weymouth","MA","02189",42.19249,-70.92784
"109","old-colony-brewing-whitman","Old Colony Brewing",NA,5,1,"Whitman","MA","02382",42.07748,-70.94584
"110","trillium-brewing-canton","Trillium Brewing","$$",4,72,"Canton","MA","02021",42.1844,-71.152629
"111","castle-island-brewing-company-norwood-2","Castle Island Brewing Company","$$",4.5,20,"Norwood","MA","02062",42.16884722,-71.19232088
"112","shovel-town-brewery-easton","Shovel Town Brewery","$",4,5,"Easton","MA","02356",42.07131506,-71.10286955
"113","harpoon-brewery-boston-4","Harpoon Brewery","$",4.5,1139,"Boston","MA","02210",42.34702498,-71.03485964
"114","black-hat-brew-works-bridgewater","Black Hat Brew Works","$$",3.5,2,"Bridgewater","MA","02324",41.97418851,-71.00652311
"115","bog-iron-brewing-norton","Bog Iron Brewing","$$",4.5,18,"Norton","MA","02766",41.9654083,-71.1906433
"116","trillium-brewing-company-boston-5","Trillium Brewing Company","$$",3.5,119,"Boston","MA","02210",42.34981,-71.04804
"117","turtle-swamp-brewing-boston","Turtle Swamp Brewing","$$",4.5,11,"Boston","MA","02130",42.30900949,-71.10534702
"118","lamplighter-brewing-cambridge","Lamplighter Brewing","$$",4.5,66,"Cambridge","MA","02139",42.36777878,-71.09796906
"119","night-shift-brewing-everett-2","Night Shift Brewing","$$",4.5,269,"Everett","MA","02149",42.406092,-71.068025
"120","samuel-adams-brewery-boston","Samuel Adams Brewery","$",4.5,1153,"Boston","MA","02130",42.3144647,-71.1031
"121","independent-fermentations-brewing-plymouth","Independent Fermentations Brewing","$",5,5,"Plymouth","MA","02360",41.92769062,-70.64557436
"122","mayflower-brewing-company-plymouth","Mayflower Brewing Company","$",4.5,28,"Plymouth","MA","02362",41.9495099,-70.71108
"123","braintree-brewhouse-braintree","Braintree Brewhouse","$",2.5,15,"Braintree","MA","02184",42.2072029,-71.0219421
"124","lord-hobo-brewing-co-woburn","Lord Hobo Brewing Co","$$",4,36,"Woburn","MA","01801",42.476106,-71.128901
"125","dorchester-brewing-boston-2","Dorchester Brewing","$$",4.5,56,"Boston","MA","02125",42.3220508,-71.0626526
"126","mystic-brewery-chelsea","Mystic Brewery","$$",4.5,61,"Chelsea","MA","02150",42.3914223,-71.0436401
"127","naked-brewing-company-huntingdon-valley","Naked Brewing Company","$",5,29,"Huntingdon Valley","PA","19006",40.1473715,-75.0284076
"128","crooked-eye-brewery-hatboro","Crooked Eye Brewery","$",4.5,25,"Hatboro","PA","19040",40.1793404,-75.1049194
"129","chestnut-hill-brewing-company-philadelphia","Chestnut Hill Brewing Company","$$",4.5,14,"Philadelphia","PA","19118",40.0741444,-75.2032039
"130","forest-and-main-brewing-company-ambler","Forest & Main Brewing Company","$$",4,177,"Ambler","PA","19002",40.155265,-75.225144
"131","iron-hill-brewery-and-restaurant-abington-township","Iron Hill Brewery & Restaurant","$$",4,71,"Abington Township","PA","19006",40.0881294,-75.0935984
"132","conshohocken-brewing-company-conshohocken","Conshohocken Brewing Company","$",4,106,"Conshohocken","PA","19428",40.0736955,-75.2925155
"133","double-nickel-brewing-company-pennsauken","Double Nickel Brewing Company","$",4,48,"Pennsauken","NJ","08110",39.984752,-75.02053
"134","the-borough-brewhouse-jenkintown","The Borough Brewhouse","$$",4.5,19,"Jenkintown","PA","19046",40.0904461,-75.1263067
"135","yards-brewing-company-philadelphia","Yards Brewing Company","$",4.5,314,"Philadelphia","PA","19123",39.96196126,-75.13615271
"136","evil-genius-beer-company-philadelphia","Evil Genius Beer Company","$$",4,52,"Philadelphia","PA","19122",39.97571934,-75.1341603
"137","neshaminy-creek-brewing-company-croydon","Neshaminy Creek Brewing Company","$",4,68,"Croydon","PA","19021",40.0853039,-74.9022595
"138","wissahickon-brewing-company-philadelphia","Wissahickon Brewing Company","$",4,17,"Philadelphia","PA","19129",40.01363696,-75.20066273
"139","crime-and-punishment-brewing-philadelphia","Crime & Punishment Brewing","$",4.5,97,"Philadelphia","PA","19130",39.97445679,-75.18083954
"140","tower-hill-brewery-chalfont","Tower Hill Brewery","$$",4.5,43,"Chalfont","PA","18914",40.27993313,-75.21541446
"141","earth-bread-brewery-philadelphia-2","Earth Bread + Brewery","$$",4,308,"Philadelphia","PA","19119",40.05912018,-75.19043732
"142","saint-benjamin-brewing-company-philadelphia","Saint Benjamin Brewing Company","$$",4,45,"Philadelphia","PA","19122",39.9772797,-75.1436234
"143","tired-hands-brewing-ardmore-3","Tired Hands Brewing","$$",4,365,"Ardmore","PA","19003",40.00866,-75.29379
"144","prism-brewing-company-lansdale","Prism Brewing Company","$",4,116,"Lansdale","PA","19446",40.2339045,-75.2709627
"145","eclipse-brewing-merchantville-2","Eclipse Brewing","$",5,16,"Merchantville","NJ","08109",39.95245418,-75.04710652
"146","broken-goblet-brewing-bristol","Broken Goblet Brewing","$",4,49,"Bristol","PA","19007",40.1079,-74.90097
"147","abita-brewery-visitors-center-covington","Abita Brewery Visitor's Center","$",4.5,140,"Covington","LA","70420",30.4815652,-90.0555336
"148","abita-brewing-covington","Abita Brewing","$",4.5,28,"Covington","LA","70433",30.48214,-90.05516
"149","old-rail-brewing-mandeville-2","Old Rail Brewing","$$",4,115,"Mandeville","LA","70448",30.360455,-90.06332394
"150","abita-brew-pub-abita-springs-3","Abita Brew Pub","$$",3.5,156,"Covington","LA","70435",30.47874229,-90.0390432
"151","covington-brewhouse-covington","Covington Brewhouse","$",4,14,"Covington","LA","70433",30.4777027,-90.0971092
"152","chafunkta-brewing-company-mandeville","Chafunkta Brewing Company",NA,3,1,"Mandeville","LA","70471",30.42579309,-90.04446072
"153","the-barley-oak-mandeville","The Barley Oak","$$",4,70,"Mandeville","LA","70448",30.35385,-90.07032
"154","red-barn-pub-mandeville","Red Barn Pub","$$",4,13,"Mandeville","LA","70448",30.35901,-90.0665099
"155","the-chimes-covington-covington","The Chimes Covington","$$",3.5,219,"Covington","LA","70433",30.4741137,-90.0869254
"156","bjs-restaurant-and-brewhouse-slidell","BJ's Restaurant & Brewhouse","$$",3,79,"Slidell","LA","70458",30.2689401,-89.7605855
"157","badger-state-brewing-company-green-bay-2","Badger State Brewing Company","$$",4.5,42,"Green Bay","WI","54304",44.49734686,-88.05030378
"158","titletown-brewing-green-bay","Titletown Brewing","$$",4,428,"Green Bay","WI","54303",44.51924,-88.01814
"159","hinterland-brewery-green-bay","Hinterland Brewery","$$$",4,193,"Green Bay","WI","54304",44.5005129,-88.0536112
"160","stillmank-brewing-green-bay","Stillmank Brewing","$",5,14,"Green Bay","WI","54302",44.504444,-87.978397
"161","noble-roots-brewing-company-green-bay","Noble Roots Brewing Company","$$",4.5,8,"Green Bay","WI","54311",44.51744,-87.94369
"162","copper-state-brewing-co-green-bay-2","Copper State Brewing Co","$$",4.5,20,"Green Bay","WI","54303",44.51893616,-88.01963806
"163","leatherhead-brewing-company-green-bay-2","Leatherhead Brewing Company","$$",2,46,"Green Bay","WI","54304",44.496997,-88.045143
"164","legends-brewhouse-and-eatery-green-bay-2","Legends Brewhouse & Eatery","$$",3,22,"Green Bay","WI","54313",44.553455,-88.09763
"165","mcgeorges-de-pere","McGeorge's","$$",4,9,"De Pere","WI","54115",44.44916084,-88.05998927
"166","hagemeister-park-green-bay","Hagemeister Park","$$",3,132,"Green Bay","WI","54301",44.5169296,-88.0146103
"167","fox-harbor-green-bay","Fox Harbor","$$",3.5,45,"Green Bay","WI","54301",44.511009,-88.018936
"168","another-way-entertainment-green-bay-13","Another Way Entertainment",NA,5,3,"Green Bay","WI","54302",44.53446452,-88.09587056
"169","drumconrath-brewing-company-mapleton-2","Drumconrath Brewing Company",NA,4,1,"Mapleton","ND","58059",46.88127,-97.0463
"170","red-lodge-ales-brewing-co-red-lodge-2","Red Lodge Ales Brewing Co","$$",4,38,"Red Lodge","MT","59068",45.2020347,-109.2457857
"171","garden-state-beer-company-galloway","Garden State Beer Company","$",3.5,3,"Galloway","NJ","08205",39.44602,-74.5274699
"172","tuckahoe-brewing-company-egg-harbor-township","Tuckahoe Brewing Company","$",4.5,6,"Egg Harbor Township","NJ","08234",39.4202982,-74.61712233
"173","ship-bottom-brewery-beach-haven","Ship Bottom Brewery","$",4,20,"Beach Haven","NJ","08008",39.569553,-74.236404
"174","pinelands-brewing-company-little-egg-harbor","Pinelands Brewing Company","$",4,24,"Little Egg Harbor","NJ","08087",39.61597321,-74.3437246
"175","ludlam-island-brewery-ocean-view","Ludlam Island Brewery","$",4.5,15,"Ocean View","NJ","08230",39.19241512,-74.74355757
"176","three-3s-brewing-company-hammonton","Three 3's Brewing Company","$",4.5,8,"Hammonton","NJ","08037",39.63861,-74.81139
"177","tomfoolery-brewery-hammonton","Tomfoolery Brewery","$$",4,11,"Hammonton","NJ","08037",39.63776016,-74.81150055
"178","slack-tide-brewing-clermont","Slack Tide Brewing","$",4.5,25,"Clermont","NJ","08210",39.154728,-74.765912
"179","boardwalk-beer-festival-atlantic-city","Boardwalk Beer Festival",NA,5,1,"Atlantic City","NJ","08401",39.3546194,-74.4358379
"180","backward-flag-brewing-forked-river","Backward Flag Brewing","$$",4.5,14,"Forked River","NJ","08731",39.82401,-74.20677
"181","tun-tavern-restaurant-and-brewery-atlantic-city","Tun Tavern Restaurant & Brewery","$$",2.5,211,"Atlantic City","NJ","08401",39.36227382,-74.43829536
"182","triton-craft-beer-and-oyster-bar-beach-haven","Triton Craft Beer & Oyster Bar","$$",4,57,"Beach Haven","NJ","08008",39.563636,-74.240669
"183","gordon-ramsay-pub-and-grill-atlantic-city","Gordon Ramsay Pub & Grill","$$$",3.5,542,"Atlantic City","NJ","08401",39.3568238,-74.435976
"184","passion-vines-wine-bar-and-spirit-company-somers-point","Passion Vines Wine Bar & Spirit Company","$$$$",4.5,4,"Somers Point","NJ","08244",39.3256494,-74.59709872
"185","manafirkin-brewing-company-stafford-township-2","ManaFirkin Brewing Company","$",4.5,4,"Stafford Township","NJ","08050",39.68868487,-74.24407521
"186","day-sipper-tours-cape-may-county","Day Sipper Tours",NA,5,4,"Cape May County","NJ","08212",39.17433,-74.81313
"187","doyles-pour-house-barnegat","Doyle's Pour House","$$",3.5,72,"Barnegat","NJ","08005",39.75088694,-74.22456071
"188","delaware-valley-tours-mount-laurel","Delaware Valley Tours",NA,5,5,"Mount Laurel","NJ","08054",39.937564,-74.924583
"189","lodi-beer-co-lodi","Lodi Beer Co","$$",3.5,493,"Lodi","CA","95240",38.1326422,-121.2739827
"190","river-rock-brewery-galt-2","River Rock Brewery","$",4,6,"Galt","CA","95632",38.25299072,-121.3008118
"191","brix-and-hops-lodi","Brix & Hops","$$",4.5,27,"Lodi","CA","95240",38.1334877,-121.2733688
"192","flatland-brewing-company-elk-grove","Flatland Brewing Company","$",4.5,44,"Elk Grove","CA","95624",38.37582604,-121.3586759
"193","tilted-mash-brewing-elk-grove","Tilted Mash Brewing","$",4.5,33,"Elk Grove","CA","95624",38.3891154,-121.3606571
"194","five-windows-beer-lodi","Five Windows Beer","$$",4.5,8,"Lodi","CA","95240",38.13674407,-121.2726574
"195","waterman-brewing-company-elk-grove","Waterman Brewing Company","$",4,12,"Elk Grove","CA","95624",38.40061694,-121.3572842
"196","channel-brewing-company-stockton","Channel Brewing Company","$$",4,13,"Stockton","CA","95202",37.954521,-121.2873039
"197","taps-barrel-house-stockton-3","Taps Barrel House","$$",4.5,44,"Stockton","CA","95204",37.9704243,-121.299377
"198","taphouse-pizza-lodi","Taphouse Pizza","$$",4,160,"Lodi","CA","95240",38.10157,-121.2794
"199","big-sexy-brewing-company-sacramento","Big Sexy Brewing Company","$",4.5,34,"Sacramento","CA","95828",38.52007675,-121.3751602
"200","the-abbey-trappist-pub-stockton","The Abbey Trappist Pub","$$",4,207,"Stockton","CA","95204",37.9725623,-121.3013711
"201","valley-brewing-stockton-2","Valley Brewing","$$",3,252,"Stockton","CA","95204",37.97271,-121.30047
"202","track-7-brewing-sacramento-2","Track 7 Brewing","$",4.5,349,"Sacramento","CA","95820",38.53900157,-121.4819593
"203","device-brewing-co-sacramento","Device Brewing Co","$",4.5,111,"Sacramento","CA","95826",38.539606,-121.406633
"204","new-glory-craft-brewery-sacramento","New Glory Craft Brewery","$",4.5,90,"Sacramento","CA","95826",38.53601456,-121.4021606
"205","fountainhead-brewing-company-sacramento","Fountainhead Brewing Company","$",4,48,"Sacramento","CA","95822",38.53351192,-121.4828521
"206","cast-iron-trading-stockton-2","Cast Iron Trading","$",4.5,58,"Stockton","CA","95202",37.9545,-121.2873
"207","oak-park-brewing-company-sacramento-2","Oak Park Brewing Company","$$",3.5,451,"Sacramento","CA","95817",38.55059,-121.468
"208","lolas-lounge-elk-grove","Lola's Lounge","$$",4,311,"Elk Grove","CA","95624",38.40915875,-121.3633282
"209","mountain-state-brewing-co-mchenry","Mountain State Brewing Co.","$$",3.5,200,"McHenry","MD","21541",39.56453343,-79.38128068
"210","whitehorse-brewing-berlin","Whitehorse Brewing","$$",5,5,"Berlin","PA","15530",39.9263938,-78.95621361
"211","aces-run-restaurant-and-pub-oakland","Ace's Run Restaurant & Pub","$$",3.5,53,"Oakland","MD","21550",39.509704,-79.322773
"212","screech-owl-brewing-bruceton-mills","Screech Owl Brewing",NA,5,1,"Bruceton Mills","WV","26525",39.58849,-79.56604
"213","port-city-brewing-company-alexandria","Port City Brewing Company","$",4.5,294,"Alexandria","VA","22304",38.808003,-77.101365
"214","fair-winds-brewing-lorton","Fair Winds Brewing","$$",4,87,"Lorton","VA","22079",38.739131,-77.184539
"215","forge-brew-works-lorton","Forge Brew Works","$$",4,67,"Lorton","VA","22079",38.72765655,-77.19750925
"216","heroic-aleworks-woodbridge","Heroic Aleworks","$",4.5,20,"Woodbridge","VA","22191",38.62746442,-77.25302722
"217","brew-republic-bierwerks-woodbridge","Brew Republic Bierwerks","$$",4,66,"Woodbridge","VA","22193",38.6272386,-77.2870327
"218","new-district-brewing-arlington","New District Brewing","$$",3.5,50,"Arlington","VA","22206",38.84365319,-77.08971798
"219","waters-end-brewery-lake-ridge-2","Water's End Brewery","$$",4,31,"Lake Ridge","VA","22192",38.684364,-77.316836
"220","granite-city-food-and-brewery-national-harbor","Granite City Food & Brewery","$$",3,579,"National Harbor","MD","20745",38.7841505,-77.0145974
