"atmosphere","fbcount","fbscore","food","id","overall","reviewcount","selection","service"
"4","","","0","18641","71.6666","1","3.25","3.5"
"0","","","0","13310","0","0","0","0"
"2.5","","","0","5369","69.16695","2","4.875","3"
"0","","","0","18682","0","0","0","0"
"0","","","0","2651","0","0","0","0"
"0","","","0","13367","0","0","0","0"
"0","","","0","16132","0","0","0","0"
"0","","","0","10660","0","0","0","0"
"0","","","0","17426","0","0","0","0"
"4.5","","","4.25","191","89.99995","1","4.25","4.75"
"0","","","0","12977","0","0","0","0"
"0","","","0","19147","0","0","0","0"
"3","","","0","20797","66.6666","1","3","4"
"0","","","0","20159","0","0","0","0"
"4.5","","","0","15897","90","1","4.5","4.5"
"3.5625","","","3.375","10357","75.000125","4","4.375","3.3125"
"0","","","0","18337","0","0","0","0"
"0","","","0","17753","0","0","0","0"
"0","","","0","2526","0","0","0","0"
"3.625","","","4.5","207","83.333325","2","4.125","4.75"
"4.5","","","4.375","208","86.66665","2","4.25","4.25"
"3","","","0","12051","73.3333","1","3.5","4.5"
"0","","","0","17017","0","0","0","0"
"3.875","","","4.4166666666667","211","76.249975","4","3.6875","3.875"
"4.75","","","4.875","216","92.77785","3","5","4.1666666666667"
"5","","","0","17518","96.6666","1","4.5","5"
"4.125","","","0","6206","87.499975","2","4.25","4.75"
"0","","","0","20730","0","0","0","0"
"0","","","0","20128","0","0","0","0"
"0","","","0","14037","0","0","0","0"
"0","","","0","6655","0","0","0","0"
"0","","","0","6871","0","0","0","0"
"4.5","","","3.75","5908","80","1","4","3.5"
"0","","","0","2527","0","0","0","0"
"0","","","0","2528","0","0","0","0"
"0","","","0","11204","0","0","0","0"
"0","","","0","1956","0","0","0","0"
"0","","","0","13339","0","0","0","0"
"3.875","","","0","225","73.33325","2","3.25","3.875"
"0","","","0","2209","0","0","0","0"
"0","","","0","17326","0","0","0","0"
"0","","","0","19007","0","0","0","0"
"0","","","0","21188","0","0","0","0"
"0","","","0","17878","0","0","0","0"
"0","","","0","13247","0","0","0","0"
"4.65","","","4.5","6565","96.33337","5","5","4.8"
"0","","","0","15318","0","0","0","0"
"0","","","0","19325","0","0","0","0"
"0","","","0","20609","0","0","0","0"
"0","","","0","1957","0","0","0","0"
"0","","","0","15775","0","0","0","0"
"4.0833333333333","","","4.5","235","85.555566666666","3","4.3333333333333","4.4166666666667"
"0","","","0","6576","0","0","0","0"
"0","","","0","15118","0","0","0","0"
"0","","","0","14474","0","0","0","0"
"0","","","0","10978","0","0","0","0"
"4.25","","","4.25","10979","88.33335","1","4.5","4.5"
"0","","","0","17541","0","0","0","0"
"0","","","0","15107","0","0","0","0"
"0","","","0","16113","0","0","0","0"
"0","","","0","11676","0","0","0","0"
"0","","","0","1958","0","0","0","0"
"0","","","0","16338","0","0","0","0"
"0","","","0","20738","0","0","0","0"
"0","","","0","250","0","0","0","0"
"0","","","0","15791","0","0","0","0"
"0","","","0","5230","0","0","0","0"
"0","","","0","16897","0","0","0","0"
"4.375","","","0","251","73.33315","2","2.75","3.875"
"0","","","0","252","0","0","0","0"
"0","","","0","15943","0","0","0","0"
"0","","","0","10750","0","0","0","0"
"0","","","0","19129","0","0","0","0"
"3","","","0","12658","76.6669","1","5","3.5"
"0","","","0","2529","0","0","0","0"
"0","","","0","16473","0","0","0","0"
"0","","","0","17537","0","0","0","0"
"4","","","0","5906","63.3331","1","2","3.5"
"0","","","0","17865","0","0","0","0"
"0","","","0","2211","0","0","0","0"
"0","","","0","19326","0","0","0","0"
"0","","","0","20737","0","0","0","0"
"0","","","0","13123","0","0","0","0"
"0","","","0","18270","0","0","0","0"
"4.25","","","0","274","87.5","2","4.375","4.5"
"0","","","0","8488","0","0","0","0"
"0","","","0","17391","0","0","0","0"
"0","","","0","8002","0","0","0","0"
"0","","","0","6560","0","0","0","0"
"0","","","0","15249","0","0","0","0"
"0","","","0","2652","0","0","0","0"
"0","","","0","14270","0","0","0","0"
"0","","","0","7175","0","0","0","0"
"0","","","0","19024","0","0","0","0"
"0","","","0","16065","0","0","0","0"
"0","","","0","2653","0","0","0","0"
"2.5","","","0","17213","61.6667","1","3.25","3.5"
"0","","","0","2169","0","0","0","0"
"4.75","","","5","2170","96.6667","2","5","4.75"
"4","","","0","11250","76.6667","1","4","3.5"
"0","","","0","17907","0","0","0","0"
"5","","","0","12625","93.3332","1","4","5"
"4.5","","","0","3350","95.416675","4","4.8125","5"
"4","","","4.25","6056","81.6667","1","4.25","4"
"0","","","0","14331","0","0","0","0"
"0","","","0","19222","0","0","0","0"
"0","","","0","16067","0","0","0","0"
"0","","","0","2530","0","0","0","0"
"0","","","0","16066","0","0","0","0"
"0","","","0","2654","0","0","0","0"
"0","","","0","19460","0","0","0","0"
"0","","","0","14424","0","0","0","0"
"4","","","4.25","8839","81.66665","1","4","4.25"
"0","","","0","2531","0","0","0","0"
"0","","","0","18392","0","0","0","0"
"0","","","0","19507","0","0","0","0"
"0","","","0","13671","0","0","0","0"
"0","","","0","13673","0","0","0","0"
"0","","","0","13026","0","0","0","0"
"0","","","0","15415","0","0","0","0"
"0","","","0","18827","0","0","0","0"
"0","","","0","14371","0","0","0","0"
"0","","","0","2534","0","0","0","0"
"0","","","0","16210","0","0","0","0"
"0","","","0","15526","0","0","0","0"
"4.25","","","4.5","11276","84.99995","1","4","4.5"
"0","","","0","13354","0","0","0","0"
"0","","","0","17101","0","0","0","0"
"4.5","","","4.25","323","92.00002","5","4.7","4.6"
"0","","","0","17733","0","0","0","0"
"0","","","0","20143","0","0","0","0"
"0","","","0","11148","0","0","0","0"
"0","","","0","2655","0","0","0","0"
"0","","","0","2688","0","0","0","0"
"0","","","0","2535","0","0","0","0"
"0","","","0","2536","0","0","0","0"
"0","","","0","12016","0","0","0","0"
"0","","","0","14858","0","0","0","0"
"4.5","","","4.75","19547","91.66665","1","4.5","4.75"
"4.75","","","4.75","6384","91.66665","1","4.5","4.5"
"0","","","0","12019","0","0","0","0"
"0","","","0","328","0","0","0","0"
"0","","","0","20945","0","0","0","0"
"0","","","0","14529","0","0","0","0"
"4.5833333333333","","","4.875","10023","88.33325","3","4","4.6666666666667"
"0","","","0","20736","0","0","0","0"
"0","","","0","13451","0","0","0","0"
"0","","","0","6574","0","0","0","0"
"0","","","0","17214","0","0","0","0"
"0","","","0","20565","0","0","0","0"
"5","","","0","5336","100","1","5","5"
"0","","","0","18117","0","0","0","0"
"0","","","0","17491","0","0","0","0"
"4.75","","","0","1960","98.33335","2","5","5"
"4","","","4.5","511","79.99995","1","3.75","4.25"
"0","","","0","14833","0","0","0","0"
"0","","","0","16641","0","0","0","0"
"0","","","0","19009","0","0","0","0"
"0","","","0","14016","0","0","0","0"
"0","","","0","11189","0","0","0","0"
"0","","","0","11581","0","0","0","0"
"0","","","0","15930","0","0","0","0"
"4.625","","","4.625","349","83.333225","2","3.625","4.25"
"0","","","0","18724","0","0","0","0"
"3.75","","","0","206","81.6666","1","3.75","4.75"
"4.25","","","4","19295","86.66675","1","4.75","4"
"0","","","0","13119","0","0","0","0"
"3","","","1","17734","56.6667","1","3","2.5"
"0","","","0","11690","0","0","0","0"
"0","","","0","18265","0","0","0","0"
"0","","","0","6620","0","0","0","0"
"2","","","0","19403","43.3333","1","2","2.5"
"0","","","0","11814","0","0","0","0"
"3.625","","","4","6300","76.666675","2","3.875","4"
"0","","","0","373","0","0","0","0"
"0","","","0","20933","0","0","0","0"
"0","","","0","2689","0","0","0","0"
"3.625","","","0","375","83.3334","2","4.5","4.375"
"0","","","0","13473","0","0","0","0"
"0","","","0","20512","0","0","0","0"
"0","","","0","10139","0","0","0","0"
"4.5","","","4.5","2171","84.99995","1","4","4.25"
"0","","","0","2537","0","0","0","0"
"3.75","","","0","17342","78.3333","1","3.75","4.25"
"0","","","0","2538","0","0","0","0"
"0","","","0","12352","0","0","0","0"
"3.875","","","4.75","13029","86.666725","2","4.625","4.5"
"4.5","","","0","12507","86.6667","1","4.5","4"
"4.25","","","3.75","6055","81.6667","1","4.25","3.75"
"0","","","0","14735","0","0","0","0"
"4.5","","","4.125","1834","93.333366666666","3","4.8333333333333","4.6666666666667"
"0","","","0","387","0","0","0","0"
"0","","","0","1961","0","0","0","0"
"0","","","0","1962","0","0","0","0"
"0","","","0","11940","0","0","0","0"
"0","","","0","20855","0","0","0","0"
"0","","","0","14126","0","0","0","0"
"0","","","0","20990","0","0","0","0"
"0","","","0","1963","0","0","0","0"
"0","","","0","10760","0","0","0","0"
"0","","","0","20152","0","0","0","0"
"0","","","0","13327","0","0","0","0"
"0","","","0","9011","0","0","0","0"
"4.3125","","","4.375","394","84.999975","4","4.125","4.3125"
"0","","","0","18713","0","0","0","0"
"0","","","0","17126","0","0","0","0"
"0","","","0","13304","0","0","0","0"
"0","","","0","14512","0","0","0","0"
"4.1875","","","4.1666666666667","6306","85.4166875","4","4.375","4.25"
"0","","","0","395","0","0","0","0"
"0","","","0","21084","0","0","0","0"
"0","","","0","14533","0","0","0","0"
"0","","","0","9989","0","0","0","0"
"0","","","0","12117","0","0","0","0"
"0","","","0","11811","0","0","0","0"
"2","","","2.5","11858","61.66705","1","5","2.25"
"0","","","0","14463","0","0","0","0"
"0","","","0","2213","0","0","0","0"
"4.5","","","3.625","419","84.166625","2","4","4.125"
"0","","","0","422","0","0","0","0"
"3.5","","","3.625","424","84.1667","2","4.375","4.75"
"0","","","0","20803","0","0","0","0"
"0","","","0","16304","0","0","0","0"
"0","","","0","14007","0","0","0","0"
"0","","","0","19174","0","0","0","0"
"0","","","0","15802","0","0","0","0"
"4.5","","","4.5","14158","88.33335","1","4.5","4.25"
"0","","","0","18681","0","0","0","0"
"0","","","0","19874","0","0","0","0"
"0","","","0","19303","0","0","0","0"
"0","","","0","18283","0","0","0","0"
"0","","","0","18700","0","0","0","0"
"0","","","0","13318","0","0","0","0"
"0","","","0","15334","0","0","0","0"
"0","","","0","13170","0","0","0","0"
"0","","","0","6184","0","0","0","0"
"0","","","0","17320","0","0","0","0"
"0","","","0","1964","0","0","0","0"
"4","","","3","7619","80.0002","1","5","3"
"4","","","4.5","430","82.222183333334","3","3.9166666666667","4.4166666666667"
"0","","","0","16044","0","0","0","0"
"0","","","0","432","0","0","0","0"
"0","","","0","20958","0","0","0","0"
"0","","","0","14740","0","0","0","0"
"4.5","","","0","16582","84.99985","1","3.5","4.75"
"4","","","4.25","7385","78.33325","1","3.5","4.25"
"4.375","","","4.25","2172","84.166575","2","3.75","4.5"
"0","","","0","20363","0","0","0","0"
"4.375","","","4.1666666666667","3722","86.2499625","4","4.125","4.4375"
"0","","","0","18217","0","0","0","0"
"4.75","","","0","13684","95","1","4.75","4.75"
"0","","","0","17216","0","0","0","0"
"0","","","0","1965","0","0","0","0"
"0","","","0","2214","0","0","0","0"
"0","","","0","7955","0","0","0","0"
"4.25","","","4","9701","86.66665","1","4.25","4.5"
"3.8333333333333","","","3.25","2945","80.00005","3","4.25","3.9166666666667"
"0","","","0","6394","0","0","0","0"
"0","","","0","2539","0","0","0","0"
"0","","","0","7728","0","0","0","0"
"0","","","0","21332","0","0","0","0"
"4.5416666666667","","","0","438","95.000025","6","4.875","4.8333333333333"
"4.25","","","4.25","9998","88.3334","1","4.75","4.25"
"0","","","0","7957","0","0","0","0"
"4","","","4.5","9801","78.33325","1","3.5","4.25"
"5","","","4.25","439","93.33325","1","4.25","4.75"
"0","","","0","16141","0","0","0","0"
"0","","","0","20485","0","0","0","0"
"4.75","","","4.25","5366","88.33335","1","4.5","4"
"4.5","","","0","6034","86.6667","1","4.5","4"
"0","","","0","19889","0","0","0","0"
"0","","","0","13309","0","0","0","0"
"0","","","0","18495","0","0","0","0"
"0","","","0","18494","0","0","0","0"
"4","","","0","19244","86.66665","1","4.25","4.75"
"4.25","","","0","4619","81.66665","1","4","4"
"0","","","0","1966","0","0","0","0"
"5","","","0","6245","96.6666","1","4.5","5"
"0","","","0","18505","0","0","0","0"
"4.5","","","4.25","17162","93.3333","1","4.5","5"
"0","","","0","17565","0","0","0","0"
"0","","","0","7980","0","0","0","0"
"0","","","0","2173","0","0","0","0"
"3","","","0","479","76.6668","1","4.5","4"
"0","","","0","2540","0","0","0","0"
"4.5","","","4","5907","74.99975","1","2.5","4.25"
"0","","","0","18742","0","0","0","0"
"0","","","0","2541","0","0","0","0"
"0","","","0","14883","0","0","0","0"
"0","","","0","5172","0","0","0","0"
"0","","","0","16469","0","0","0","0"
"0","","","0","15227","0","0","0","0"
"0","","","0","1967","0","0","0","0"
"0","","","0","18826","0","0","0","0"
"5","","","0","493","89.9998","1","3.5","5"
"0","","","0","19640","0","0","0","0"
"0","","","0","19944","0","0","0","0"
"0","","","0","15015","0","0","0","0"
"0","","","0","12621","0","0","0","0"
"0","","","0","15980","0","0","0","0"
"0","","","0","1968","0","0","0","0"
"0","","","0","11162","0","0","0","0"
"4.5","","","0","502","88.3333","1","4.25","4.5"
"0","","","0","11202","0","0","0","0"
"4.25","","","4.5","513","76.6666","1","3.5","3.75"
"4.125","","","4.5","515","75.8333","2","3.625","3.625"
"3.25","","","3.5","11199","71.6666","1","3.25","4.25"
"0","","","0","11203","0","0","0","0"
"0","","","0","11248","0","0","0","0"
"3.5","","","0","6213","70","1","3.5","3.5"
"0","","","0","14960","0","0","0","0"
"0","","","0","11469","0","0","0","0"
"0","","","0","19642","0","0","0","0"
"0","","","0","11171","0","0","0","0"
"4.5","","","2.75","18930","78.3332","1","3.25","4"
"4.5833333333333","","","4","14129","92.222233333334","3","4.6666666666667","4.5833333333333"
"0","","","0","2543","0","0","0","0"
"0","","","0","19140","0","0","0","0"
"0","","","0","19603","0","0","0","0"
"0","","","0","17690","0","0","0","0"
"4","","","4.125","6553","83.3333","2","4","4.5"
"0","","","0","14823","0","0","0","0"
"4.25","","","4","21125","86.66665","1","4.25","4.5"
"4","","","4.25","565","82.22225","3","4.25","4.0833333333333"
"0","","","0","21111","0","0","0","0"
"1.75","","","0","3933","51.667","1","4.25","1.75"
"0","","","0","21105","0","0","0","0"
"0","","","0","15616","0","0","0","0"
"0","","","0","15321","0","0","0","0"
"0","","","0","15047","0","0","0","0"
"4.25","","","0","6268","84.166675","2","4.25","4.125"
"0","","","0","20963","0","0","0","0"
"0","","","0","15418","0","0","0","0"
"0","","","0","12339","0","0","0","0"
"0","","","0","5290","0","0","0","0"
"0","","","0","17432","0","0","0","0"
"0","","","0","5204","0","0","0","0"
"0","","","0","9606","0","0","0","0"
"0","","","0","4079","0","0","0","0"
"0","","","0","16313","0","0","0","0"
"0","","","0","1969","0","0","0","0"
"4.25","","","0","2174","74.99995","1","3.5","3.5"
"0","","","0","14532","0","0","0","0"
"0","","","0","16554","0","0","0","0"
"0","","","0","11558","0","0","0","0"
"0","","","0","1970","0","0","0","0"
"3.5","","","2.5","1971","71.66685","1","4.5","2.75"
"0","","","0","19683","0","0","0","0"
"4","","","0","12300","81.66665","2","4","4.25"
"0","","","0","2544","0","0","0","0"
"0","","","0","20856","0","0","0","0"
"4.875","","","4","17285","92.499925","2","4.25","4.75"
"0","","","0","16134","0","0","0","0"
"0","","","0","13693","0","0","0","0"
"5","","","0","2656","100","1","5","5"
"0","","","0","1973","0","0","0","0"
"3","","","3.25","5193","76.111283333334","3","4.6666666666667","3.75"
"0","","","0","17536","0","0","0","0"
"0","","","0","3322","0","0","0","0"
"0","","","0","6784","0","0","0","0"
"0","","","0","13695","0","0","0","0"
"0","","","0","13038","0","0","0","0"
"0","","","0","12751","0","0","0","0"
"0","","","0","16068","0","0","0","0"
"0","","","0","20448","0","0","0","0"
"0","","","0","609","0","0","0","0"
"4.25","","","4","6087","81.66655","2","3.5","4.5"
"0","","","0","18698","0","0","0","0"
"4.5","","","4.25","2215","86.6667","1","4.5","4"
"4","","","4.25","2216","83.33335","1","4.25","4.25"
"0","","","0","20583","0","0","0","0"
"0","","","0","17372","0","0","0","0"
"4.75","","","4.25","16689","93.33335","1","4.75","4.5"
"4.5","","","4.25","6618","86.66675","1","4.75","3.75"
"0","","","0","13816","0","0","0","0"
"0","","","0","14672","0","0","0","0"
"4.2916666666667","","","4.5625","614","88.333341666666","6","4.4583333333333","4.5"
"0","","","0","6032","0","0","0","0"
"5","","","4.75","10045","89.9999","1","4","4.5"
"0","","","0","632","0","0","0","0"
"0","","","0","9768","0","0","0","0"
"0","","","0","9835","0","0","0","0"
"0","","","0","13121","0","0","0","0"
"0","","","0","13358","0","0","0","0"
"0","","","0","15046","0","0","0","0"
"3.875","","","0","9417","88.333425","2","4.875","4.5"
"0","","","0","18717","0","0","0","0"
"4","","","4","647","80.00005","1","4.25","3.75"
"0","","","0","5229","0","0","0","0"
"0","","","0","15096","0","0","0","0"
"0","","","0","14110","0","0","0","0"
"4.25","","","0","16495","68.33305","1","2","4"
"3.75","","","0","661","87.77785","3","4.75","4.6666666666667"
"0","","","0","10086","0","0","0","0"
"0","","","0","21083","0","0","0","0"
"0","","","0","14150","0","0","0","0"
"0","","","0","18062","0","0","0","0"
"0","","","0","17539","0","0","0","0"
"0","","","0","9812","0","0","0","0"
"0","","","0","3358","0","0","0","0"
"4.9166666666667","","","0","12934","94.99995","3","4.5","4.8333333333333"
"4.1875","","","4.25","670","87.5000125","4","4.4375","4.5"
"3","","","0","16497","63.33345","1","3.75","2.75"
"4","","","0","672","78.33335","1","4","3.75"
"0","","","0","19223","0","0","0","0"
"0","","","0","2545","0","0","0","0"
"0","","","0","6579","0","0","0","0"
"4","","","4.75","681","87.222266666666","3","4.5833333333333","4.5"
"4","","","0","10990","80.833325","2","4","4.125"
"3.75","","","4.25","682","81.66665","1","4","4.5"
"3.5","","","0","2217","71.66675","2","4","3.25"
"0","","","0","19485","0","0","0","0"
"0","","","0","2690","0","0","0","0"
"4.5","","","4","5909","78.3332","1","3.25","4"
"4.25","","","3.25","5905","82.49995","2","3.875","4.25"
"0","","","0","10498","0","0","0","0"
"0","","","0","19336","0","0","0","0"
"0","","","0","18256","0","0","0","0"
"0","","","0","2546","0","0","0","0"
"4.25","","","4.25","7806","83.33335","1","4.25","4"
"0","","","0","1974","0","0","0","0"
"0","","","0","14470","0","0","0","0"
"0","","","0","2547","0","0","0","0"
"0","","","0","6648","0","0","0","0"
"4.25","","","3.5","2218","74.99985","1","3","4"
"0","","","0","17987","0","0","0","0"
"3.75","","","0","704","73.3333","1","3.5","3.75"
"0","","","0","2691","0","0","0","0"
"2","","","1.5","17547","40","1","2","2"
"0","","","0","19331","0","0","0","0"
"4.625","","","4.625","706","88.750025","4","4.5625","4.125"
"0","","","0","13346","0","0","0","0"
