id,brewery_id,altmap,lat,lng,map,name,status
1178,13485,,33.039748,-117.292536,sandiego,Lumberyard Tavern and Grill,Beer Bar
1179,20145,,36.971578,-122.02591,,Lupulo Craft Beer House,Beer Bar
1180,20513,,0,0,,,
1181,17703,,38.944267,-119.970736,renotahoe,MacDuffs Public House,Beer Bar
1182,20011,losangeles,34.18202,-118.454598,pacific,Macleod Ale Brewing Co,Brewery
1183,13355,,34.151563,-118.452481,losangeles,Mad Bulls Tavern,Beer Bar
1184,3182,,32.768589,-117.044189,sandiego,Mad Dog Saloon,Beer Bar
1185,14006,,36.837446,-119.700651,,"Mad Duck, The",Beer Bar
1186,17215,sandiego,32.570333,-117.00267,pacific,Mad Lab Craft Brewing,Brewery
1187,792,,0,0,,,
1188,6297,,39.728873,-121.842521,,Madison Bear Garden,Beer Bar
1189,1981,,33.944614,-118.079269,losangeles,Maggie's Pub,Beer Bar
1190,796,sanfran,37.77013,-122.445084,pacific,Magnolia Pub and Brewery,Brewpub
1191,799,sanfran,37.664532,-121.874168,pacific,Main Street Brewery,Brewpub
1192,17523,,39.935494,-120.931669,,Main Street Sports Bar and Lounge,Beer Bar
1193,11446,,32.794966,-116.956449,sandiego,Main Tap Tavern,Beer Bar
1194,6105,,37.38056,-122.115658,sanfran,Maltby's,Beer Bar
1195,805,,0,0,,,
1196,18490,,38.670642,-121.154989,sacramento,Manderes,Beer Bar
1197,2231,,37.866335,-122.25877,sanfran,Manny's Taproom,Beer Bar
1198,18701,,0,0,,,
1199,12493,sandiego,32.832114,-116.979582,pacific,Manzanita Brewing Company,Brewery
1200,2549,,34.156204,-118.32251,losangeles,Maple Liqour,Beer Store
1201,811,sanfran,37.947658,-122.509736,pacific,Marin Brewing Company,Brewpub
1202,8788,,38.137358,-122.709528,winecountry,Marin French Cheese Co,Beer Store
1203,19230,,37.336404,-121.894959,sanfran,Market Beer Co - Garage Bar,Beer Store
1204,6657,,38.176607,-122.901389,winecountry,"Marshall Store, The",Beer Store
1205,11468,,37.485981,-122.226151,sanfran,Martins West Gastropub,Beer Bar
1206,7393,sacramento,38.791119,-121.278505,pacific,Mary's Pizza Shack,Brewpub
1207,1982,,34.140007,-118.026894,losangeles,Matt Denny's Ale House Restaurant,Beer Bar
1208,2183,,32.729736,-117.129593,sandiego,Mazara Italian Restaurant and Pizzaria,Beer Bar
1209,2184,,32.676128,-117.105827,sandiego,McDini's,Beer Bar
1210,10190,,34.25723,-118.597019,losangeles,McG's Irish Pub,Beer Bar
1211,2224,,37.767204,-122.240005,sanfran,McGee's Bar and Grill,Beer Bar
1212,2185,,32.684406,-117.179214,sandiego,McP's Irish Pub and Grill,Beer Bar
1213,16937,,33.862412,-118.40046,losangeles,Mediterraneo,Beer Bar
1214,16350,,39.227152,-120.005907,renotahoe,Mellow Fellow Pub - Crystal Bay,Beer Bar
1215,17575,,39.327278,-120.188092,renotahoe,Mellow Fellow Pub - Truckee,Beer Bar
1216,14318,winecountry,39.128883,-123.199264,pacific,Mendocino Brewing Ale House,Brewpub
1217,842,winecountry,39.132614,-123.200668,pacific,Mendocino Brewing Company/Ukiah,Brewery
1218,2660,,32.831203,-117.153252,sandiego,Mesa Liquor,Beer Store
1219,20951,,34.401696,-119.721154,,Mesa Liquors,Beer Store
1220,18498,,34.421198,-118.495481,losangeles,Michael's Liquor - Canyon Country,Beer Store
1221,17902,,33.874125,-117.903,losangeles,Michelangelo's Pizza and Beer,Beer Bar
1222,13928,,37.455334,-122.164633,sanfran,Mike's Sports Bar and Grill,Beer Bar
1223,17757,,37.783976,-122.408981,sanfran,Mikkeller Bar SF,Beer Bar
1224,12103,sanfran,37.905374,-122.549532,pacific,Mill Valley Beerworks,Brewpub
1225,15373,,37.906807,-122.547495,sanfran,Mill Valley Market,Beer Store
1226,8836,,39.262415,-121.017831,sacramento,"Mine Shaft, The",Beer Bar
1227,13964,sandiego,32.707435,-117.151931,pacific,Mission Brewery,Brewery
1228,15322,,37.556509,-121.952255,sanfran,Mission Liquors,Beer Store
1229,6561,,37.531345,-121.935661,sanfran,Mission Pizza and Pub,Beer Bar
1230,3674,,32.816727,-117.060036,sandiego,Mission Trails Market,Beer Store
1231,18728,sandiego,32.754247,-117.206219,pacific,Modern Times Beer,Brewery
1232,15635,,34.077425,-118.264758,losangeles,Mohawk Bend,Beer Bar
1233,17521,,39.778336,-120.634362,,Mohawk Tavern,Beer Bar
1234,13118,,34.065287,-118.361697,losangeles,Molly Malones,Beer Bar
1235,16207,,0,0,,,
1236,2225,,37.779899,-122.389943,sanfran,MoMo's San Francisco Grill,Beer Bar
1237,6558,,37.76488,-122.422851,sanfran,Monk's Kettle,Beer Bar
1238,15623,sandiego,32.713847,-117.149362,pacific,Monkey Paw Pub and Brewery,Brewpub
1239,15068,losangeles,33.846211,-118.309382,not open per website,Monkish Brewing Co.,Brewery
1240,3229,,0,0,,,
1241,6666,,37.958305,-122.036077,sanfran,Monument Wine and Spirits,Beer Store
1242,20608,sacramento,38.950533,-121.081752,pacific,Moonraker Brewing,Brewery
1243,6613,,34.001217,-117.344365,,More Beer - Southern California Showroom,Homebrew
1244,3520,,37.399868,-122.114128,sanfran,More Flavor!,Homebrew
1245,12187,sandiego,33.167671,-117.220256,pacific,Mother Earth Brew Co.,Brewery
1246,16224,,33.202292,-117.242328,sandiego,Mother Earth Brew Homebrew Store,Homebrew
1247,16110,,33.202348,-117.242231,sandiego,Mother Earth Tap House,Beer Bar
1248,21092,losangeles,34.143217,-118.026227,,Mount Lowe Brewing Company,Brewery
1249,881,,0,0,,,
1250,882,winecountry,38.75192,-122.615506,pacific,Mount St. Helena Brewing Company,Brewpub
1251,883,losangeles,40.302059,-121.002464,pacific,Mountain Meadows Mead,Brewery
1252,15194,,37.891356,-122.124243,sanfran,Mountain Mike's Pizza Lafayette,Beer Bar
1253,19748,,32.796293,-117.192627,,Mountain Mike's Pizzeria - Clairemont Mesa,Beer Bar
1254,19749,,32.802853,-117.043818,,Mountain Mike's Pizzeria - San Carlos,Beer Bar
1255,19245,,0,0,,,
1256,887,sanfran,38.09429,-122.557004,pacific,Moylan's Brewery,Brewpub
1257,15746,,33.861079,-117.879794,losangeles,Mr. K's Mini Mart,Beer Store
1258,13171,,33.714488,-118.025372,losangeles,Mr. Kegs,Beer Store
1259,9700,,32.76664,-117.183156,sandiego,Mr. Peabody's Burgers and Ale,Beer Bar
1260,13946,,34.274148,-119.269415,,Mr. Suds,Beer Store
1261,18378,sacramento,38.710334,-121.086961,pacific,Mraz Brewing Company,Brewery
1262,6575,,36.598065,-121.894907,,"Mucky Duck, The",Beer Bar
1263,7632,,38.292441,-122.45664,winecountry,Murphy's Irish Pub,Beer Bar
1264,6084,,38.918343,-120.011762,renotahoe,Murphy's Irish Pub and Rockwater Restaurant,Beer Bar
1265,7383,,37.377106,-122.030381,sanfran,Murphy's Law,Beer Bar
1266,9911,,37.790155,-122.40392,sanfran,Murphy's Pub,Beer Bar
1267,16197,,33.556174,-117.136204,,Murrieta Homebrew Emporium,Homebrew
1268,1983,,33.838581,-118.390709,losangeles,Naja's Place,Beer Bar
1269,15022,,38.298693,-122.278094,winecountry,Napa Fermentation Supplies,Homebrew
1270,18282,winecountry,38.22884,-122.261162,pacific,Napa Point Brewing,Brewery
1271,7688,winecountry,38.224161,-122.256304,pacific,Napa Smith Brewery,Brewery
1272,14527,,33.986246,-117.689533,losangeles,NapaCabs,Beer Store
1273,11499,,36.358605,-119.655011,,Nashville's Bar and Grill,Beer Bar
1274,6660,,38.396132,-122.939932,winecountry,Negris Original Occidental,Beer Bar
1275,10580,,32.712581,-117.157554,sandiego,Neighborhood,Beer Bar
1276,17519,,39.87033,-120.707763,,Neighbors Bar-B-Que,Beer Bar
1277,20142,,0,0,,,
1278,15608,sandiego,32.912605,-117.230486,pacific,New English Brewing Co.,Brewery
1279,18916,sacramento,38.536015,-121.402164,pacific,New Glory Craft Brewery,Brewery
1280,17567,sacramento,38.5607,-121.489973,pacific,New Helvetia Brewing Company,Brewery
1281,11322,,37.468942,-122.432324,sanfran,New Leaf Market - Half Moon Bay,Beer Store
1282,17474,,39.325503,-120.209251,renotahoe,New Moon Natural Foods,Beer Store
1283,907,losangeles,33.614132,-117.929985,pacific,Newport Beach Brewing Company,Brewpub
1284,11393,,32.747416,-117.25194,sandiego,Newport Pizza and Ale House,Beer Bar
1285,5289,,37.77407,-122.437669,sanfran,Newstar-ell,Beer Store
1286,18679,sandiego,33.076329,-116.591214,pacific,Nickel Beer Company,Brewery
1287,19352,losangeles,34.099314,-117.607691,pacific,No Clue Craft Brewery,Brewery
1288,12865,losangeles,33.808414,-117.882773,pacific,Noble Ale Works,Brewery
1289,10178,,37.444915,-122.161467,sanfran,Nola,Beer Bar
1290,913,,0,0,,,
1291,20232,sandiego,32.652021,-116.961407,pacific,Novo Brazil Brewing Co.,Brewery
1292,2551,,33.868053,-118.383011,losangeles,Number One Liquor Mart,Beer Store
1293,10281,,33.577378,-117.702607,losangeles,Nuts and Brew,Beer Store
1294,2186,,32.825333,-117.155029,sandiego,O'Brien's Pub,Beer Bar
1295,5206,,37.33553,-121.893145,sanfran,O'Flaherty's Irish Pub,Beer Bar
1296,20804,,38.925133,-121.084764,,O'Hara Brew House Supply,Homebrew
1297,20844,,0,0,,,
1298,2227,,37.567097,-122.324944,sanfran,O'Neills Irish Pub,Beer Bar
1299,2552,,33.55389,-117.674568,losangeles,O'Shea Brewing,Beer Store
1300,14117,,33.161797,-117.348255,sandiego,O'Sullivan's Irish Pub,Beer Bar
1301,3772,,37.877399,-122.294655,sanfran,Oak Barrel Winecraft,Homebrew
1302,16539,,0,0,,,
1303,19492,sacramento,38.550599,-121.468123,pacific,Oak Park Brewing Company,Brewpub
1304,928,losangeles,33.543728,-117.783302,pacific,Ocean Avenue,Brewpub
1305,16568,sandiego,33.211333,-117.273107,pacific,Oceanside Ale Works,Brewery
1306,16585,sandiego,33.108602,-117.117083,pacific,Offbeat Brewing Company,Brewery
1307,10074,,0,0,,,
1308,939,sandiego,32.965988,-117.090027,pacific,Oggi's Pizza and Brewing Co. - Carmel Mt. Ranch,Brewpub
1309,10073,,33.843854,-117.538432,losangeles,Oggi's Pizza and Brewing Co. - Corona,Beer Bar
1310,2189,,32.953339,-117.229088,sandiego,Oggi's Pizza and Brewing Co. - Del Mar,Beer Bar
1311,10070,,32.620887,-116.966314,sandiego,Oggi's Pizza and Brewing Co. - East Lake,Beer Bar
1312,2187,,33.048359,-117.28685,sandiego,Oggi's Pizza and Brewing Co. - Encinitas,Beer Bar
1313,2188,,33.072421,-117.066654,sandiego,Oggi's Pizza and Brewing Co. - Escondido,Beer Bar
1314,10009,,33.788772,-117.917927,losangeles,Oggi's Pizza and Brewing Co. - Garden Grove,Beer Bar
1315,1984,,33.682907,-118.000832,losangeles,Oggi's Pizza and Brewing Co. - Huntington Beach,Beer Bar
1316,935,sandiego,32.779635,-117.12916,pacific,Oggi's Pizza and Brewing Co. - Mission Valley,Brewpub
1317,937,losangeles,33.621914,-117.674225,pacific,Oggi's Pizza and Brewing Co. - Mission Viejo,Brewpub
1318,938,losangeles,33.767517,-117.83609,pacific,Oggi's Pizza and Brewing Co. - Orange,Brewpub
1319,10071,,32.727422,-117.218329,sandiego,Oggi's Pizza and Brewing Co. - Pt Loma,Beer Bar
1320,941,,34.415749,-118.462418,losangeles,Oggi's Pizza and Brewing Co. - Santa Clarita,Beer Bar
1321,2190,,32.838661,-116.9832,sandiego,Oggi's Pizza and Brewing Co. - Santee,Beer Bar
1322,10072,,33.742339,-117.817395,losangeles,Oggi's Pizza and Brewing Co. - Tustin,Beer Bar
1323,16265,losangeles,34.015715,-118.240968,pacific,Ohana Brewing Co.,Brewery
1324,11243,,34.447823,-119.239511,,Ojai Beverage Company,Beer Bar
1325,15534,sacramento,39.252842,-121.025328,pacific,ol' Republic Brewery,Brewery
1326,9826,,34.417683,-119.696405,,Old Kings Road,Beer Bar
1327,14540,losangeles,33.811408,-117.862509,pacific,Old Orange Brewing Co,Brewery
1328,6072,,37.444813,-122.161396,sanfran,Old Pro,Beer Bar
1329,17558,winecountry,38.547475,-122.816544,pacific,Old Redwood Brewing Co,Brewery
1330,2226,,37.797729,-122.40078,sanfran,Old Ship Saloon,Beer Bar
1331,15475,,0,0,,,
1332,21112,losangeles,34.097717,-117.753822,,Old Stump Brewing Co.,Brewery
1333,18092,,38.895098,-121.078265,sacramento,Old Town Pizza - Auburn,Beer Bar
1334,18094,,38.891125,-121.293126,sacramento,Old Town Pizza - Lincoln,Beer Bar
1335,1986,,33.733116,-117.997993,losangeles,Old World Restaurant,Beer Bar
1336,1987,,33.876286,-117.924294,losangeles,"Olde Ship, The - Fullerton",Beer Bar
1337,1988,,33.760117,-117.881996,losangeles,"Olde Ship, The - Santa Ana",Beer Bar
1338,17607,,38.308412,-122.478556,winecountry,Olde Sonoma Public House,Beer Bar
1339,18403,,39.928323,-122.196622,,Olive Pit,Beer Store
1340,9923,,32.742912,-117.249377,sandiego,Olive Tree Marketplace,Beer Store
1341,14138,sandiego,33.138729,-117.273621,pacific,On The Tracks Brewery,Brewery
1342,1989,,33.995285,-118.480888,losangeles,On The Waterfront Cafe,Beer Bar
1343,11373,,0,0,,,
1344,15981,,37.334974,-121.889689,sanfran,Original Gravity Public House,Beer Bar
1345,9796,,33.991701,-118.469293,losangeles,"Otherooom, The",Beer Bar
1346,18060,sacramento,38.799007,-121.229482,pacific,Out of Bounds Brewing Company,Brewery
1347,13463,,33.859421,-117.791849,losangeles,Out of the Park Pizza,Beer Bar
1348,1307,sandiego,32.794483,-117.255775,pacific,Pacific Beach Ale House,Brewpub
1349,977,sanfran,37.801629,-122.274286,pacific,Pacific Coast Brewing Company,Brewpub
1350,2661,,32.755318,-117.131027,sandiego,Pacific Liquor,Beer Store
1351,11951,,33.559687,-117.724541,losangeles,Pacific Park Market,Beer Store
1352,18718,losangeles,34.128471,-118.002092,pacific,Pacific Plate Brewing Company,Brewery
1353,13692,losangeles,33.954029,-117.440165,pacific,Packinghouse Brewing Co,Brewery
1354,9912,,37.772189,-122.437196,sanfran,"Page, The",Beer Bar
1355,13694,,32.757319,-117.014282,sandiego,Palm Springs Liquor,Beer Store
1356,21316,,0,0,,,
1357,14711,,36.512153,-116.881291,,Panamint Springs Resort,Beer Bar
1358,11316,,38.553707,-121.475761,sacramento,Pangaea Cafe,Beer Bar
1359,17524,,39.936822,-120.947152,,Pangaea Cafe and Pub,Beer Bar
1360,19601,,37.013936,-121.574908,,Paps Hecker Pass Liquor,Beer Store
1361,2662,,32.8344,-117.178741,sandiego,Par Liquor - Clairemont Mesa Blvd,Beer Store
1362,2663,,32.792351,-117.081047,sandiego,Par Liquor - Waring Road,Beer Store
1363,9913,,36.961194,-122.044291,,Parish Publick House,Beer Bar
1364,8802,,34.67502,-118.169337,,Park Lane Liquor,Beer Store
1365,17425,,0,0,,,
1366,6875,,39.306136,-123.79848,,Patterson's Pub - Mendocino,Beer Bar
1367,6876,,38.547994,-122.816775,winecountry,Patterson's Pub - Windsor,Beer Bar
1368,6350,,37.864665,-122.574574,sanfran,Pelican Inn,Beer Bar
1369,2191,,33.134781,-117.187973,sandiego,Penny Lane Pub and Grill,Beer Bar
1370,19405,,33.158998,-117.350507,,Perfect Pairings,Beer Bar
1371,14269,,38.78106,-121.28685,sacramento,Perfecto Lounge,Beer Bar
1372,11644,,37.681314,-121.777438,sanfran,Perry's Liquor,Beer Store
1373,5414,,37.823204,-122.00148,sanfran,Pete's Brass Rail and Car Wash,Beer Bar
1374,11479,,38.652442,-121.063159,sacramento,Pete's Restaurant and Brewhouse - El Dorado Hills,Beer Bar
1375,17370,,38.686079,-121.179328,sacramento,Pete's Restaurant and Brewhouse - Folsom,Beer Bar
1376,17371,,38.744078,-121.197929,sacramento,Pete's Restaurant and Brewhouse - Granite Bay,Beer Bar
1377,11478,,38.576827,-121.479543,sacramento,Pete's Restaurant and Brewhouse - Midtown,Beer Bar
1378,17369,,38.655588,-121.503082,sacramento,Pete's Restaurant and Brewhouse - Natomas,Beer Bar
1379,6112,,37.779465,-122.390345,sanfran,Pete's Tavern,Beer Bar
1380,995,,0,0,,,
1381,19300,losangeles,33.854041,-117.866804,pacific,Phantom Ales,Brewpub
1382,19343,,0,0,,,
1383,11303,,32.945633,-117.084707,sandiego,Phileas Fogg's Bar and Restaurant,Beer Bar
1384,7979,,38.102448,-122.571502,sanfran,Phyllis' Giant Burgers,Beer Bar
1385,11310,,37.749908,-122.420748,sanfran,Pi Bar,Beer Bar
1386,12768,,32.978048,-117.024134,sandiego,Picadilly Marketplace,Beer Store
1387,3524,,37.782024,-122.449318,sanfran,"Pig and Whistle, The",Beer Bar
1388,1990,,33.771801,-118.169228,losangeles,"Pike Bar and Fish Grill, The",Beer Bar
1389,21317,,0,0,,,
1390,13264,,0,0,,,
1391,8838,,38.901828,-121.067122,sacramento,Pistol Pete's Brew and Cue,Beer Bar
1392,15661,sanfran,37.972793,-122.52418,pacific,Pizza Orgasmica and Brewing Company - San Rafael,Brewpub
1393,1008,sandiego,33.159969,-117.348015,pacific,Pizza Port and Port Brewing Co. - Carlsbad,Brewpub
1394,1009,losangeles,33.428627,-117.613678,pacific,Pizza Port and Port Brewing Co. - San Clemente,Brewpub
1395,1010,sandiego,32.994091,-117.272255,pacific,Pizza Port and Port Brewing Co. - Solana Beach,Brewpub
1396,17715,sandiego,33.128172,-117.250923,pacific,Pizza Port Brewing Co - Bressi Ranch,Brewpub
1397,11754,sandiego,32.747751,-117.250337,,Pizza Port Brewing Co. - Ocean Beach,Brewpub
1398,3198,sacramento,38.726093,-120.836517,pacific,Placerville Brewing Company,Brewpub
1399,16550,,38.590849,-121.803067,sacramento,Plainfield Station Bar and Grill,Beer Bar
1400,18699,sandiego,33.121926,-117.080184,pacific,Plan 9 Alehouse,Brewpub
1401,2693,,37.75132,-122.431816,sanfran,Plumpjack Wine Store,Beer Store
1402,10163,,37.329749,-121.90037,sanfran,Poor House Bistro,Beer Bar
1403,16137,,32.75894,-117.130336,sandiego,Poor House Brewing Co.,Beer Bar
1404,15633,,37.691405,-122.152392,sanfran,Porkys Pizza Palace,Beer Bar
1405,21094,,0,0,,,
1406,2192,,32.873192,-117.237465,sandiego,Porter's Pub,Beer Bar
1407,18876,,38.132062,-121.274216,sacramento,Porters Pub,Beer Bar
1408,19098,,0,0,,,
1409,14119,,36.611962,-121.850621,,Post No Bills,Beer Bar
1410,11341,,38.729068,-120.80095,sacramento,Powell's Steamer Co,Beer Bar
1411,18686,sacramento,38.901629,-121.067791,pacific,Power Club Brewery,Brewpub
1412,2193,,32.72263,-117.168297,sandiego,Princess Pub and Grille,Beer Bar
1413,20932,,0,0,,,
1414,14974,sandiego,33.230445,-117.226825,pacific,Prohibition Brewing Co.,Brewery
1415,17364,,38.291875,-122.458473,winecountry,Proof'd,Beer Store
1416,19782,,0,0,,,
1417,18715,,0,0,,,
1418,9604,,33.493507,-117.14835,,Public House,Beer Bar
1419,12447,,37.778644,-122.38938,sanfran,Public House,Beer Bar
1420,14820,,32.843274,-117.275305,sandiego,"Public House La Jolla, The",Beer Bar
1421,18089,,34.159621,-118.820674,losangeles,Public School 805,Beer Bar
1422,6070,,37.50479,-122.257449,sanfran,Pudley's Tavern and Grill,Beer Bar
1423,20907,,0,0,,,
1424,1033,sanfran,37.899155,-122.06197,pacific,Pyramid Brewing Co. - Walnut Creek Alehouse,Brewpub
1425,11201,,37.711197,-122.212365,sanfran,Pyramid Taproom - OAK airport,Beer Bar
1426,11249,,38.693858,-121.593633,sacramento,Pyramid Taproom - SMF airport,Beer Bar
1427,21375,sandiego,32.831064,-117.138399,,Quantum Brewing,Brewery
1428,7445,,38.345061,-122.711751,winecountry,Quincy's Pub and Cafe,Beer Bar
1429,2230,,37.792728,-122.268982,sanfran,Quinn's Lighthouse,Beer Bar
1430,1037,sanfran,37.404812,-121.992378,pacific,Rabbit's Foot Meadery,Brewery
1431,16608,,33.047448,-116.859059,sandiego,Ramona Brew Supplies,Homebrew
1432,2553,,33.901611,-118.371063,losangeles,Ramp West Market And Liquor,Beer Store
1433,18687,sanfran,37.858752,-122.291815,pacific,"Rare Barrel, The",Brewery
1434,19897,sandiego,32.888022,-117.159648,pacific,Reckless Brewing Company,Brewery
1435,1059,losangeles,33.835377,-118.316002,pacific,Red Car Brewery and Restaurant,Brewpub
1436,2554,,34.158356,-118.251495,losangeles,Red Carpet Wine,Beer Store
1437,1991,,34.099308,-118.259109,losangeles,Red Lion Tavern,Beer Bar
1438,9979,,36.975097,-122.027708,,Red Restaurant and Bar,Beer Bar
1439,14348,,36.808403,-119.745986,,Red Wave Inn,Beer Bar
1440,11160,,33.942449,-118.402019,losangeles,Redondo Beach Brewery - LAX airport,Beer Bar
1441,1069,losangeles,33.816986,-118.387451,pacific,Redondo Beach Brewing,Brewpub
1442,6652,,38.626258,-122.875733,winecountry,"Reds, Whites and Brews",Beer Store
1443,17608,,38.325581,-122.705226,winecountry,Redwood Cafe,Beer Bar
1444,11918,,0,0,,,
1445,16856,,0,0,,,
1446,18069,,37.451354,-122.185849,sanfran,"Refuge, The - Menlo Park",Beer Bar
1447,10162,,37.501786,-122.25544,sanfran,"Refuge, The - San Carlos",Beer Bar
1448,12717,,32.741881,-117.179658,sandiego,Regal Beagle,Beer Bar
1449,6058,,0,0,,,
1450,10789,,33.917697,-118.417468,losangeles,Richmond Bar and Grill,Beer Bar
1451,6656,,38.960799,-122.72842,winecountry,Richmond Park Grill,Beer Bar
1452,13458,,33.432896,-117.629713,losangeles,"Riders Club Cafe, The",Beer Bar
1453,19172,sacramento,38.241513,-122.042067,pacific,Right Eye Brewing,Brewery
1454,19774,,0,0,,,
1455,12012,,38.520125,-122.978687,winecountry,Rio Nido Roadhouse,Beer Bar
1456,16586,sandiego,33.142983,-117.192537,pacific,Rip Current Brewing Company,Brewery
1457,16482,,0,0,,,
1458,6995,,32.752098,-117.130149,sandiego,Ritual Tavern,Beer Bar
1459,20794,sacramento,38.615393,-121.33069,pacific,River City Brewing Co - Sacramento,Brewpub
1460,6067,,39.186057,-120.194925,renotahoe,River Ranch Lodge,Beer Bar
1461,12263,,40.17701,-122.232086,,Riverside Bar and Grill,Beer Bar
1462,2664,,32.753716,-117.223625,sandiego,Riviera Liquor,Beer Store
1463,19600,,37.005487,-121.551141,,Roadhouse Jacks Burgers + Beer,Beer Bar
1464,14511,,38.935632,-119.9774,renotahoe,Roadrunner Gas and Liquor,Beer Store
1465,1993,,34.172005,-118.430428,losangeles,Robin Hood British Pub,Beer Bar
1466,13357,,33.919134,-118.415955,losangeles,Rock and Brews - El Segundo,Beer Bar
1467,18732,,33.941161,-118.404623,losangeles,Rock and Brews - LAX airport,Beer Bar
1468,18731,,33.818403,-118.38392,losangeles,Rock and Brews - PCH,Beer Bar
1469,1104,sandiego,32.87125,-117.234024,pacific,Rock Bottom - La Jolla,Brewpub
1470,1105,losangeles,33.767117,-118.192604,pacific,Rock Bottom - Long Beach,Brewpub
1471,1093,sanfran,37.288834,-121.934297,pacific,Rock Bottom - San Jose,Brewpub
1472,2233,,37.800385,-122.410385,sanfran,Rogue Ales Public House - San Francisco,Beer Bar
1473,18129,,0,0,,,
1474,11914,,37.751526,-122.418724,sanfran,Rosamunde Sausage Grill,Beer Bar
1475,6686,,37.44417,-122.161952,sanfran,Rose and Crown,Beer Bar
1476,15057,sacramento,38.766678,-121.299807,pacific,Roseville Brewing Company,Brewery
1477,10224,,36.973556,-122.025636,,Rosie McCann's Irish Pub - Santa Cruz,Beer Bar
1478,10223,,37.32084,-121.947922,sanfran,Rosie McCann's Irish Pub - Santana Row,Beer Bar
1479,14582,sandiego,32.883582,-117.171083,,Rough Draft Brewing Company,Brewery
1480,4688,,34.035775,-118.233354,losangeles,Royal Claytons,Beer Bar
1481,2234,,37.794327,-122.39888,sanfran,Royal Exchange,Beer Bar
1482,8482,,33.158311,-117.350866,sandiego,Royal Palm Spirits,Beer Store
1483,1141,sacramento,38.573292,-121.481407,pacific,Rubicon Brewing Company,Brewpub
1484,18919,sacramento,38.580075,-121.498337,pacific,Ruhstaller Brewery,Brewery
1485,7441,winecountry,38.421411,-122.709732,pacific,Russian River Brewing Co - Production Brewery,Brewery
1486,1145,winecountry,38.44128,-122.711983,pacific,Russian River Brewing Company,Brewpub
1487,7243,,38.505782,-122.960104,winecountry,Russian River Pub,Beer Bar
1488,8118,,34.025104,-118.491285,losangeles,Rustic Canyon Winebar and Seasonal Kitchen,Beer Bar
1489,1146,winecountry,38.805378,-123.016846,pacific,Ruth McGowan's Brewpub,Brewpub
1490,2235,,37.763428,-122.407379,sanfran,Sadie's Flying Elephant,Beer Bar
1491,17540,sandiego,32.880493,-117.163101,pacific,Saint Archer Brewing Co.,Brewery
1492,14279,,33.978078,-117.377042,,"Salted Pig, The",Beer Bar
1493,11491,,38.6773,-121.177191,sacramento,Samuel Horne's Tavern,Beer Bar
1494,1156,sandiego,32.790981,-117.098869,pacific,San Diego Brewing Co.,Brewpub
1495,2555,,34.106483,-117.836693,losangeles,San Dimas Liquor,Beer Store
1496,3036,,37.782265,-122.475792,sanfran,San Francisco Brewcraft,Homebrew
1497,1158,sandiego,33.134371,-117.190776,pacific,San Marcos Brewery and Grill,Brewpub
1498,1159,losangeles,33.738625,-118.284225,pacific,San Pedro Brewing Company,Brewpub
1499,18591,losangeles,34.059735,-117.740221,pacific,Sanctum Brewing,Brewery
1500,15758,,33.656784,-118.0017,losangeles,Sandy's Beach Grill,Beer Bar
1501,2556,,34.149826,-118.031502,losangeles,Santa Anita Wine and Spirits,Beer Store
1502,1163,,0,0,,,
1503,19641,sanfran,37.317339,-121.873057,pacific,Santa Clara Valley Brewing,Brewery
1504,7160,,0,0,,,
1505,1164,,0,0,,,
1506,6215,,0,0,,,
1507,16522,,0,0,,,
1508,20394,losangeles,33.843146,-118.3392,pacific,Scholb Premium Ales,Brewery
1509,1177,sanfran,37.967588,-121.785421,pacific,Schooner's Grille and Brewery,Brewpub
1510,17149,sanfran,37.778914,-121.963018,pacific,Schubros Brewery,Brewery
1511,7384,,37.37638,-122.03062,sanfran,Scruffy Murphy's,Beer Bar
1512,1180,,0,0,,,
1513,14496,,33.819594,-118.385699,losangeles,Select Beer Store,Beer Store
1514,16537,,33.563492,-117.646281,losangeles,Selma's Chicago Pizzariea - Ladera Ranch,Beer Bar
1515,13449,,33.643254,-117.599643,losangeles,Selma's Chicago Pizzeria - Rancho Santa Margarita,Beer Bar
1516,13450,,33.425455,-117.61602,losangeles,Selma's Chicago Pizzeria - San Clemente,Beer Bar
1517,6382,,36.871131,-119.762611,,Sequoia Brewing Co - Piazza de Fiore,Beer Bar
1518,1186,,0,0,,,
1519,2665,,32.748501,-117.15258,sandiego,Servall Liquor,Beer Store
1520,10235,,36.981095,-122.02893,,Seven Bridges,Homebrew
1521,20965,sanfran,37.722779,-122.393662,,Seven Stills Brewery and Distillery,Brewery
1522,19238,,37.620288,-122.388917,sanfran,SF Uncork'd - SFO,Beer Bar
1523,10298,,38.560501,-121.442639,sacramento,"Shack, The",Beer Bar
1524,2194,,32.742409,-117.180397,sandiego,Shakespeare Pub and Grill,Beer Bar
1525,2236,,37.771706,-122.277283,sanfran,Shamrock Irish Pub,Beer Bar
1526,13306,,34.070606,-118.361467,losangeles,Sheddy's,Beer Bar
1527,11877,,33.858345,-118.090067,losangeles,Shipmates,Beer Bar
1528,14596,,37.758748,-122.415687,sanfran,Shotwell's,Beer Bar
1529,11367,,37.782054,-122.410932,sanfran,Show Dogs,Beer Bar
1530,13335,,34.161304,-118.264432,losangeles,Sidebar,Beer Bar
1531,13342,,33.59806,-117.87222,losangeles,SideDoor,Beer Bar
