"","id","year","name","ibu","abv","calories","beer_style_name","beer_style_norm","num_ratings","overall_rating","brewery_name","brewery_type","city","state","post_code","loc_id","lat","long","total_m","total_f","under_18_m","x18_to_29_m","x30_to_49_m","x50_to_64_m","x65_plus_m","under_18_f","x18_to_29_f","x30_to_49_f","x50_to_64_f","x65_plus_f"
"1","1","2011","De Garde Nelson Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1604,989,1839,1449,1085,1521,912,1584,1580,1234
"2","1","2012","De Garde Nelson Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1483,829,1800,1490,1074,1509,863,1619,1709,1231
"3","1","2013","De Garde Nelson Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1416,929,1678,1560,1083,1530,856,1564,1716,1343
"4","1","2014","De Garde Nelson Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1215,1073,1646,1526,1023,1569,899,1519,1733,1292
"5","1","2015","De Garde Nelson Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1339,1075,1698,1468,1040,1496,893,1620,1619,1357
"6","2","2011","Funky Buddha Founders Series  1: Veruca Snozzberry Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",33,100,"Funky Buddha Brewery","Brew Pub/Brewery","Fort Lauderdale","FL","33334","27821",26.182161,-80.13341,NA,NA,2518,1132,0,1768,1587,2569,912,864,636,1382
"7","2","2012","Funky Buddha Founders Series  1: Veruca Snozzberry Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",33,100,"Funky Buddha Brewery","Brew Pub/Brewery","Fort Lauderdale","FL","33334","27821",26.182161,-80.13341,NA,NA,2958,1010,973,1803,1473,2453,1031,842,1463,1467
"8","2","2013","Funky Buddha Founders Series  1: Veruca Snozzberry Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",33,100,"Funky Buddha Brewery","Brew Pub/Brewery","Fort Lauderdale","FL","33334","27821",26.182161,-80.13341,NA,NA,3231,871,938,1023,1559,2486,1206,960,2743,1358
"9","2","2014","Funky Buddha Founders Series  1: Veruca Snozzberry Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",33,100,"Funky Buddha Brewery","Brew Pub/Brewery","Fort Lauderdale","FL","33334","27821",26.182161,-80.13341,NA,NA,2122,935,0,2143,1704,2210,1961,991,880,1533
"10","2","2015","Funky Buddha Founders Series  1: Veruca Snozzberry Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",33,100,"Funky Buddha Brewery","Brew Pub/Brewery","Fort Lauderdale","FL","33334","27821",26.182161,-80.13341,NA,NA,2008,963,0,1177,1750,2135,2139,1889,1929,1654
"11","3","2011","Stillwater Gose Gone Wild",NA,4.3,129,"Grodziskie/Gose/Lichtenhainer","Sour",272,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,2572,980,0,1040,1827,569,848,0,810,3006
"12","3","2012","Stillwater Gose Gone Wild",NA,4.3,129,"Grodziskie/Gose/Lichtenhainer","Sour",272,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,661,1118,0,1210,1885,464,793,0,991,2881
"13","3","2013","Stillwater Gose Gone Wild",NA,4.3,129,"Grodziskie/Gose/Lichtenhainer","Sour",272,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,689,1054,0,1227,1972,511,830,0,1166,2773
"14","3","2014","Stillwater Gose Gone Wild",NA,4.3,129,"Grodziskie/Gose/Lichtenhainer","Sour",272,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,734,902,0,1083,1981,632,754,0,1100,2862
"15","3","2015","Stillwater Gose Gone Wild",NA,4.3,129,"Grodziskie/Gose/Lichtenhainer","Sour",272,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,1567,852,0,984,2133,554,786,0,1319,3060
"16","5","2011","The Livery Bourbon Barrel Aged Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",180,100,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,666,2021,2519,1671,1807,972,2450,0,864,2467
"17","5","2012","The Livery Bourbon Barrel Aged Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",180,100,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,591,2173,2485,2633,1916,904,1511,1927,930,2589
"18","5","2013","The Livery Bourbon Barrel Aged Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",180,100,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,632,2152,2609,2683,1844,747,1434,852,1016,2571
"19","5","2014","The Livery Bourbon Barrel Aged Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",180,100,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,682,2150,2711,1761,1867,719,1378,821,2039,2623
"20","5","2015","The Livery Bourbon Barrel Aged Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",180,100,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,1610,2035,2712,2869,1820,605,1335,1733,1065,2682
"21","6","2011","Trillium Pier",NA,6.4,192,"Wheat Ale","Wheat Beer",71,99,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","17848",42.347974,-71.04463,NA,625,41,251,538,149,54,72,166,302,47,38
"22","6","2012","Trillium Pier",NA,6.4,192,"Wheat Ale","Wheat Beer",71,99,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","17848",42.347974,-71.04463,NA,803,44,223,556,190,89,68,258,291,123,63
"23","6","2013","Trillium Pier",NA,6.4,192,"Wheat Ale","Wheat Beer",71,99,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","17848",42.347974,-71.04463,NA,872,25,252,486,226,33,67,231,296,212,66
"24","6","2014","Trillium Pier",NA,6.4,192,"Wheat Ale","Wheat Beer",71,99,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","17848",42.347974,-71.04463,NA,939,25,294,461,193,72,64,259,313,191,112
"25","6","2015","Trillium Pier",NA,6.4,192,"Wheat Ale","Wheat Beer",71,99,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","17848",42.347974,-71.04463,NA,965,42,332,549,218,73,38,281,352,213,81
"26","7","2011","De Garde Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",91,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1604,989,1839,1449,1085,1521,912,1584,1580,1234
"27","7","2012","De Garde Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",91,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1483,829,1800,1490,1074,1509,863,1619,1709,1231
"28","7","2013","De Garde Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",91,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1416,929,1678,1560,1083,1530,856,1564,1716,1343
"29","7","2014","De Garde Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",91,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1215,1073,1646,1526,1023,1569,899,1519,1733,1292
"30","7","2015","De Garde Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",91,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1339,1075,1698,1468,1040,1496,893,1620,1619,1357
"31","8","2011","The Livery Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",55,99,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,666,2021,2519,1671,1807,972,2450,0,864,2467
"32","8","2012","The Livery Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",55,99,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,591,2173,2485,2633,1916,904,1511,1927,930,2589
"33","8","2013","The Livery Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",55,99,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,632,2152,2609,2683,1844,747,1434,852,1016,2571
"34","8","2014","The Livery Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",55,99,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,682,2150,2711,1761,1867,719,1378,821,2039,2623
"35","8","2015","The Livery Wheat Trippelbock",NA,11.5,345,"Weizen Bock","Wheat Beer",55,99,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","19227",42.10809,-86.41801,NA,NA,1610,2035,2712,2869,1820,605,1335,1733,1065,2682
"36","9","2011","De Garde Apricot Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1604,989,1839,1449,1085,1521,912,1584,1580,1234
"37","9","2012","De Garde Apricot Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1483,829,1800,1490,1074,1509,863,1619,1709,1231
"38","9","2013","De Garde Apricot Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1416,929,1678,1560,1083,1530,856,1564,1716,1343
"39","9","2014","De Garde Apricot Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1215,1073,1646,1526,1023,1569,899,1519,1733,1292
"40","9","2015","De Garde Apricot Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1339,1075,1698,1468,1040,1496,893,1620,1619,1357
"41","10","2011","De Garde Citra Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",40,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1604,989,1839,1449,1085,1521,912,1584,1580,1234
"42","10","2012","De Garde Citra Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",40,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1483,829,1800,1490,1074,1509,863,1619,1709,1231
"43","10","2013","De Garde Citra Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",40,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1416,929,1678,1560,1083,1530,856,1564,1716,1343
"44","10","2014","De Garde Citra Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",40,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1215,1073,1646,1526,1023,1569,899,1519,1733,1292
"45","10","2015","De Garde Citra Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",40,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1339,1075,1698,1468,1040,1496,893,1620,1619,1357
"46","11","2011","New Glarus Dancing Man Wheat",NA,7.2,216,"Weizen Bock","Wheat Beer",567,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,552,167,531,416,269,491,179,521,377,352
"47","11","2012","New Glarus Dancing Man Wheat",NA,7.2,216,"Weizen Bock","Wheat Beer",567,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,500,163,525,435,271,510,153,524,373,366
"48","11","2013","New Glarus Dancing Man Wheat",NA,7.2,216,"Weizen Bock","Wheat Beer",567,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,466,159,494,478,294,488,123,506,415,407
"49","11","2014","New Glarus Dancing Man Wheat",NA,7.2,216,"Weizen Bock","Wheat Beer",567,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,531,174,519,464,304,533,145,512,433,386
"50","11","2015","New Glarus Dancing Man Wheat",NA,7.2,216,"Weizen Bock","Wheat Beer",567,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,502,190,488,462,311,476,149,532,438,349
"51","26","2011","Three Floyds Gumballhead",28,5.5,165,"Wheat Ale","Wheat Beer",1691,98,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,2654,1232,2925,1449,1800,2547,1423,3108,1456,2672
"52","26","2012","Three Floyds Gumballhead",28,5.5,165,"Wheat Ale","Wheat Beer",1691,98,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,2780,1249,2948,1483,1841,2587,1229,3015,1513,2654
"53","26","2013","Three Floyds Gumballhead",28,5.5,165,"Wheat Ale","Wheat Beer",1691,98,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,2696,1294,2910,1517,1893,2427,1303,2881,1752,2677
"54","26","2014","Three Floyds Gumballhead",28,5.5,165,"Wheat Ale","Wheat Beer",1691,98,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,2784,1365,2817,2483,1923,2478,1235,2770,1763,2707
"55","26","2015","Three Floyds Gumballhead",28,5.5,165,"Wheat Ale","Wheat Beer",1691,98,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,1790,1347,2707,2559,1919,2318,1426,2743,1672,2646
"56","27","2011","TRVE / Prairie Barrel Fermented Gose Aged on Peaches",NA,4.9,147,"Grodziskie/Gose/Lichtenhainer","Sour",12,98,"TRVE Brewing","Brew Pub/Brewery","Denver","CO","80203","8398",39.731286,-104.98306,NA,NA,313,350,2121,1372,649,285,335,979,1394,591
"57","27","2012","TRVE / Prairie Barrel Fermented Gose Aged on Peaches",NA,4.9,147,"Grodziskie/Gose/Lichtenhainer","Sour",12,98,"TRVE Brewing","Brew Pub/Brewery","Denver","CO","80203","8398",39.731286,-104.98306,NA,NA,345,352,2336,1302,713,334,348,1127,1224,634
"58","27","2013","TRVE / Prairie Barrel Fermented Gose Aged on Peaches",NA,4.9,147,"Grodziskie/Gose/Lichtenhainer","Sour",12,98,"TRVE Brewing","Brew Pub/Brewery","Denver","CO","80203","8398",39.731286,-104.98306,NA,NA,381,262,2242,1481,776,267,163,1045,1290,621
"59","27","2014","TRVE / Prairie Barrel Fermented Gose Aged on Peaches",NA,4.9,147,"Grodziskie/Gose/Lichtenhainer","Sour",12,98,"TRVE Brewing","Brew Pub/Brewery","Denver","CO","80203","8398",39.731286,-104.98306,NA,NA,410,197,2188,1756,726,270,117,1227,1261,623
"60","27","2015","TRVE / Prairie Barrel Fermented Gose Aged on Peaches",NA,4.9,147,"Grodziskie/Gose/Lichtenhainer","Sour",12,98,"TRVE Brewing","Brew Pub/Brewery","Denver","CO","80203","8398",39.731286,-104.98306,NA,NA,399,141,2244,1745,776,287,130,1323,1234,501
"61","12","2011","Brooklyner-Schneider Hopfen-Weisse",NA,8.5,255,"Weizen Bock","Wheat Beer",547,99,"Brooklyn Brewery","Microbrewery","Brooklyn","NY","11211","4881",40.645099,-73.945032,NA,NA,0,1556,0,1117,3061,0,1148,0,1796,4220
"62","12","2012","Brooklyner-Schneider Hopfen-Weisse",NA,8.5,255,"Weizen Bock","Wheat Beer",547,99,"Brooklyn Brewery","Microbrewery","Brooklyn","NY","11211","4881",40.645099,-73.945032,NA,NA,0,1398,0,1227,2894,0,1144,0,1607,4234
"63","12","2013","Brooklyner-Schneider Hopfen-Weisse",NA,8.5,255,"Weizen Bock","Wheat Beer",547,99,"Brooklyn Brewery","Microbrewery","Brooklyn","NY","11211","4881",40.645099,-73.945032,NA,NA,0,1302,0,1282,2942,0,2001,0,715,4620
"64","12","2014","Brooklyner-Schneider Hopfen-Weisse",NA,8.5,255,"Weizen Bock","Wheat Beer",547,99,"Brooklyn Brewery","Microbrewery","Brooklyn","NY","11211","4881",40.645099,-73.945032,NA,NA,0,1185,0,1290,3033,0,1060,0,671,4436
"65","12","2015","Brooklyner-Schneider Hopfen-Weisse",NA,8.5,255,"Weizen Bock","Wheat Beer",547,99,"Brooklyn Brewery","Microbrewery","Brooklyn","NY","11211","4881",40.645099,-73.945032,NA,NA,0,1050,0,1449,3236,0,1992,0,803,4249
"66","13","2011","The Veil Never Never Forever Forever",NA,5.1,153,"Grodziskie/Gose/Lichtenhainer","Sour",28,99,"The Veil Brewing Company","Microbrewery","Richmond","VA","23230","23801",37.580346,-77.48831,NA,NA,375,425,872,485,416,561,339,717,573,771
"67","13","2012","The Veil Never Never Forever Forever",NA,5.1,153,"Grodziskie/Gose/Lichtenhainer","Sour",28,99,"The Veil Brewing Company","Microbrewery","Richmond","VA","23230","23801",37.580346,-77.48831,NA,NA,391,500,826,580,311,590,335,749,551,713
"68","13","2013","The Veil Never Never Forever Forever",NA,5.1,153,"Grodziskie/Gose/Lichtenhainer","Sour",28,99,"The Veil Brewing Company","Microbrewery","Richmond","VA","23230","23801",37.580346,-77.48831,NA,NA,341,483,789,513,274,528,417,788,561,666
"69","13","2014","The Veil Never Never Forever Forever",NA,5.1,153,"Grodziskie/Gose/Lichtenhainer","Sour",28,99,"The Veil Brewing Company","Microbrewery","Richmond","VA","23230","23801",37.580346,-77.48831,NA,NA,331,539,764,492,280,454,560,849,581,690
"70","13","2015","The Veil Never Never Forever Forever",NA,5.1,153,"Grodziskie/Gose/Lichtenhainer","Sour",28,99,"The Veil Brewing Company","Microbrewery","Richmond","VA","23230","23801",37.580346,-77.48831,NA,NA,335,533,839,531,284,559,701,842,621,683
"71","14","2011","New Glarus Thumbprint Series Imperial Weizen",NA,9.25,278,"Weizen Bock","Wheat Beer",464,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,552,167,531,416,269,491,179,521,377,352
"72","14","2012","New Glarus Thumbprint Series Imperial Weizen",NA,9.25,278,"Weizen Bock","Wheat Beer",464,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,500,163,525,435,271,510,153,524,373,366
"73","14","2013","New Glarus Thumbprint Series Imperial Weizen",NA,9.25,278,"Weizen Bock","Wheat Beer",464,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,466,159,494,478,294,488,123,506,415,407
"74","14","2014","New Glarus Thumbprint Series Imperial Weizen",NA,9.25,278,"Weizen Bock","Wheat Beer",464,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,531,174,519,464,304,533,145,512,433,386
"75","14","2015","New Glarus Thumbprint Series Imperial Weizen",NA,9.25,278,"Weizen Bock","Wheat Beer",464,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","20574",42.81636,-89.64075,NA,NA,502,190,488,462,311,476,149,532,438,349
"76","15","2011","Stillwater Barrel Aged Series - Cellar Door",NA,6.8,204,"Witbier","Wheat Beer",90,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,2572,980,0,1040,1827,569,848,0,810,3006
"77","15","2012","Stillwater Barrel Aged Series - Cellar Door",NA,6.8,204,"Witbier","Wheat Beer",90,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,661,1118,0,1210,1885,464,793,0,991,2881
"78","15","2013","Stillwater Barrel Aged Series - Cellar Door",NA,6.8,204,"Witbier","Wheat Beer",90,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,689,1054,0,1227,1972,511,830,0,1166,2773
"79","15","2014","Stillwater Barrel Aged Series - Cellar Door",NA,6.8,204,"Witbier","Wheat Beer",90,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,734,902,0,1083,1981,632,754,0,1100,2862
"80","15","2015","Stillwater Barrel Aged Series - Cellar Door",NA,6.8,204,"Witbier","Wheat Beer",90,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","7362",39.284607,-76.55696,NA,NA,1567,852,0,984,2133,554,786,0,1319,3060
"81","17","2011","Arizona Wilderness Blood Orange Gose",NA,3.6,108,"Grodziskie/Gose/Lichtenhainer","Sour",13,99,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","26038",33.348593,-111.80833,NA,NA,0,1880,0,816,1084,0,1470,0,694,1646
"82","17","2012","Arizona Wilderness Blood Orange Gose",NA,3.6,108,"Grodziskie/Gose/Lichtenhainer","Sour",13,99,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","26038",33.348593,-111.80833,NA,NA,0,1642,0,724,1299,944,1578,0,815,1655
"83","17","2013","Arizona Wilderness Blood Orange Gose",NA,3.6,108,"Grodziskie/Gose/Lichtenhainer","Sour",13,99,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","26038",33.348593,-111.80833,NA,NA,906,1694,0,687,1484,792,1750,0,866,1935
"84","17","2014","Arizona Wilderness Blood Orange Gose",NA,3.6,108,"Grodziskie/Gose/Lichtenhainer","Sour",13,99,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","26038",33.348593,-111.80833,NA,NA,927,1736,0,692,1589,732,1565,0,969,2015
"85","17","2015","Arizona Wilderness Blood Orange Gose",NA,3.6,108,"Grodziskie/Gose/Lichtenhainer","Sour",13,99,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","26038",33.348593,-111.80833,NA,NA,922,1768,0,730,1703,844,1669,0,953,2163
"86","18","2011","Paradox Beer Skully Barrel No. 30 (Salty Melons)",NA,8.9,267,"Grodziskie/Gose/Lichtenhainer","Sour",36,99,"Paradox Beer Company","Microbrewery","Divide","CO","80814","13078",38.927344,-105.18746,NA,NA,699,247,743,901,178,158,176,581,805,194
"87","18","2012","Paradox Beer Skully Barrel No. 30 (Salty Melons)",NA,8.9,267,"Grodziskie/Gose/Lichtenhainer","Sour",36,99,"Paradox Beer Company","Microbrewery","Divide","CO","80814","13078",38.927344,-105.18746,NA,NA,514,179,727,924,194,139,187,495,771,205
"88","18","2013","Paradox Beer Skully Barrel No. 30 (Salty Melons)",NA,8.9,267,"Grodziskie/Gose/Lichtenhainer","Sour",36,99,"Paradox Beer Company","Microbrewery","Divide","CO","80814","13078",38.927344,-105.18746,NA,NA,421,220,617,772,193,126,169,458,719,186
"89","18","2014","Paradox Beer Skully Barrel No. 30 (Salty Melons)",NA,8.9,267,"Grodziskie/Gose/Lichtenhainer","Sour",36,99,"Paradox Beer Company","Microbrewery","Divide","CO","80814","13078",38.927344,-105.18746,NA,NA,457,211,694,683,250,165,129,515,696,243
"90","18","2015","Paradox Beer Skully Barrel No. 30 (Salty Melons)",NA,8.9,267,"Grodziskie/Gose/Lichtenhainer","Sour",36,99,"Paradox Beer Company","Microbrewery","Divide","CO","80814","13078",38.927344,-105.18746,NA,NA,345,113,535,663,308,170,86,432,570,263
"91","20","2011","De Garde Amarillo Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",25,98,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1604,989,1839,1449,1085,1521,912,1584,1580,1234
"92","20","2012","De Garde Amarillo Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",25,98,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1483,829,1800,1490,1074,1509,863,1619,1709,1231
"93","20","2013","De Garde Amarillo Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",25,98,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1416,929,1678,1560,1083,1530,856,1564,1716,1343
"94","20","2014","De Garde Amarillo Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",25,98,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1215,1073,1646,1526,1023,1569,899,1519,1733,1292
"95","20","2015","De Garde Amarillo Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",25,98,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","11640",45.459109,-123.80389,NA,NA,1339,1075,1698,1468,1040,1496,893,1620,1619,1357
"96","21","2011","OEC Albus",14,4.7,141,"Witbier","Wheat Beer",21,98,"OEC Brewing (Ordinem Ecentrici Coctores)","Microbrewery","Oxford","CT","06478","9349",41.428163,-73.12729,NA,NA,1410,564,1866,1436,653,1627,565,1831,1697,735
"97","21","2012","OEC Albus",14,4.7,141,"Witbier","Wheat Beer",21,98,"OEC Brewing (Ordinem Ecentrici Coctores)","Microbrewery","Oxford","CT","06478","9349",41.428163,-73.12729,NA,NA,1338,631,1726,1408,758,1751,679,1674,1793,844
"98","21","2013","OEC Albus",14,4.7,141,"Witbier","Wheat Beer",21,98,"OEC Brewing (Ordinem Ecentrici Coctores)","Microbrewery","Oxford","CT","06478","9349",41.428163,-73.12729,NA,NA,1406,789,1565,1613,720,1680,742,1447,1909,865
"99","21","2014","OEC Albus",14,4.7,141,"Witbier","Wheat Beer",21,98,"OEC Brewing (Ordinem Ecentrici Coctores)","Microbrewery","Oxford","CT","06478","9349",41.428163,-73.12729,NA,NA,1537,800,1586,1617,828,1687,643,1514,1681,938
"100","21","2015","OEC Albus",14,4.7,141,"Witbier","Wheat Beer",21,98,"OEC Brewing (Ordinem Ecentrici Coctores)","Microbrewery","Oxford","CT","06478","9349",41.428163,-73.12729,NA,NA,1548,769,1448,1610,876,1690,610,1679,1651,993
"101","24","2011","J. Wakefield / Omnipollo One Trick Pony",10,7,210,"Grodziskie/Gose/Lichtenhainer","Sour",51,98,"J. Wakefield Brewing","Microbrewery","Miami","FL","33127","12976",25.813808,-80.2058,NA,NA,587,2269,1779,2398,1485,621,1762,1732,2535,1930
