"","id","year","name","ibu","abv","calories","beer_style_name","beer_style_norm","num_ratings","overall_rating","brewery_name","brewery_type","city","state","post_code","loc_id","lat","long","total_m","total_f","under_18_m","x18_to_29_m","x30_to_49_m","x50_to_64_m","x65_plus_m","under_18_f","x18_to_29_f","x30_to_49_f","x50_to_64_f","x65_plus_f"
"7526","3,223","2014","Fargo Original Pale Lager",15,5.1,153,"Pale Lager","Pils/Lager",11,44,"Fargo Brewing Company","Microbrewery","Fargo","ND","58104","8015",46.812118,-96.839,NA,NA,1377,888,786,2041,1137,1461,895,671,2383,1993
"7527","3,223","2015","Fargo Original Pale Lager",15,5.1,153,"Pale Lager","Pils/Lager",11,44,"Fargo Brewing Company","Microbrewery","Fargo","ND","58104","8015",46.812118,-96.839,NA,NA,1329,1004,820,2228,1102,1539,988,817,2716,2081
"7528","3,212","2011","Hop Valley Light Me Up Lager",13,4,120,"Pale Lager","Pils/Lager",27,46,"Hop Valley Brewing Company","Brew Pub/Brewery","Eugene","OR","97402","20189",44.062231,-123.16804,NA,NA,743,1067,0,1434,2580,963,1126,0,1108,3603
"7529","3,212","2012","Hop Valley Light Me Up Lager",13,4,120,"Pale Lager","Pils/Lager",27,46,"Hop Valley Brewing Company","Brew Pub/Brewery","Eugene","OR","97402","20189",44.062231,-123.16804,NA,NA,745,956,0,1441,2549,858,1277,0,1268,3661
"7530","3,212","2013","Hop Valley Light Me Up Lager",13,4,120,"Pale Lager","Pils/Lager",27,46,"Hop Valley Brewing Company","Brew Pub/Brewery","Eugene","OR","97402","20189",44.062231,-123.16804,NA,NA,759,1128,0,786,2564,875,1420,0,1486,3540
"7531","3,212","2014","Hop Valley Light Me Up Lager",13,4,120,"Pale Lager","Pils/Lager",27,46,"Hop Valley Brewing Company","Brew Pub/Brewery","Eugene","OR","97402","20189",44.062231,-123.16804,NA,NA,817,1379,0,1646,2590,851,1447,0,1469,3550
"7532","3,212","2015","Hop Valley Light Me Up Lager",13,4,120,"Pale Lager","Pils/Lager",27,46,"Hop Valley Brewing Company","Brew Pub/Brewery","Eugene","OR","97402","20189",44.062231,-123.16804,NA,NA,862,1284,0,1605,2629,917,1662,0,1665,3765
"7533","3,216","2011","Orlison Clem??s Gold",NA,5.3,159,"Pale Lager","Pils/Lager",21,47,"Orlison Brewing Company","Microbrewery","Airway Heights","WA","99001","22105",47.642922,-117.59149,NA,NA,557,839,1865,464,138,546,407,755,181,95
"7534","3,216","2012","Orlison Clem??s Gold",NA,5.3,159,"Pale Lager","Pils/Lager",21,47,"Orlison Brewing Company","Microbrewery","Airway Heights","WA","99001","22105",47.642922,-117.59149,NA,NA,517,858,1856,512,151,680,444,702,195,120
"7535","3,216","2013","Orlison Clem??s Gold",NA,5.3,159,"Pale Lager","Pils/Lager",21,47,"Orlison Brewing Company","Microbrewery","Airway Heights","WA","99001","22105",47.642922,-117.59149,NA,NA,458,845,1897,597,172,622,479,637,242,146
"7536","3,216","2014","Orlison Clem??s Gold",NA,5.3,159,"Pale Lager","Pils/Lager",21,47,"Orlison Brewing Company","Microbrewery","Airway Heights","WA","99001","22105",47.642922,-117.59149,NA,NA,384,945,2057,588,197,578,466,583,233,196
"7537","3,216","2015","Orlison Clem??s Gold",NA,5.3,159,"Pale Lager","Pils/Lager",21,47,"Orlison Brewing Company","Microbrewery","Airway Heights","WA","99001","22105",47.642922,-117.59149,NA,NA,368,1112,2135,743,196,581,416,483,210,256
"7538","3,217","2011","Red Hare Long Night Lager",25,4.98,149,"Pale Lager","Pils/Lager",10,46,"Red Hare Brewing Company","Microbrewery","Marietta","GA","30067","8843",33.933002,-84.47633,NA,NA,581,1819,0,770,1329,590,1359,0,1033,1995
"7539","3,217","2012","Red Hare Long Night Lager",25,4.98,149,"Pale Lager","Pils/Lager",10,46,"Red Hare Brewing Company","Microbrewery","Marietta","GA","30067","8843",33.933002,-84.47633,NA,NA,721,1032,0,774,1389,643,1340,0,1007,2070
"7540","3,217","2013","Red Hare Long Night Lager",25,4.98,149,"Pale Lager","Pils/Lager",10,46,"Red Hare Brewing Company","Microbrewery","Marietta","GA","30067","8843",33.933002,-84.47633,NA,NA,825,1109,0,717,1609,796,1379,0,1035,2052
"7541","3,217","2014","Red Hare Long Night Lager",25,4.98,149,"Pale Lager","Pils/Lager",10,46,"Red Hare Brewing Company","Microbrewery","Marietta","GA","30067","8843",33.933002,-84.47633,NA,NA,813,1219,0,775,1845,809,1207,0,1203,2089
"7542","3,217","2015","Red Hare Long Night Lager",25,4.98,149,"Pale Lager","Pils/Lager",10,46,"Red Hare Brewing Company","Microbrewery","Marietta","GA","30067","8843",33.933002,-84.47633,NA,NA,867,1148,0,864,1822,806,2144,0,1095,2233
"7543","3,220","2011","Lakefront El Wisco",13,4.4,132,"Pale Lager","Pils/Lager",10,45,"Lakefront Brewery","Microbrewery","Milwaukee","WI","53212","6239",43.046213,-87.9005,NA,NA,1644,2157,1804,2211,927,1788,1486,0,2121,1394
"7544","3,220","2012","Lakefront El Wisco",13,4.4,132,"Pale Lager","Pils/Lager",10,45,"Lakefront Brewery","Microbrewery","Milwaukee","WI","53212","6239",43.046213,-87.9005,NA,NA,1499,1307,1790,1324,852,2382,1476,870,2019,1339
"7545","3,220","2013","Lakefront El Wisco",13,4.4,132,"Pale Lager","Pils/Lager",10,45,"Lakefront Brewery","Microbrewery","Milwaukee","WI","53212","6239",43.046213,-87.9005,NA,NA,1629,1224,2804,2379,845,2276,1410,773,2246,1376
"7546","3,220","2014","Lakefront El Wisco",13,4.4,132,"Pale Lager","Pils/Lager",10,45,"Lakefront Brewery","Microbrewery","Milwaukee","WI","53212","6239",43.046213,-87.9005,NA,NA,1752,1281,2628,2499,887,2451,1351,717,2371,1422
"7547","3,220","2015","Lakefront El Wisco",13,4.4,132,"Pale Lager","Pils/Lager",10,45,"Lakefront Brewery","Microbrewery","Milwaukee","WI","53212","6239",43.046213,-87.9005,NA,NA,1710,985,2689,2498,936,483,1262,698,1542,1240
"7548","3,221","2011","Warped Wing Trotwood",12,4,120,"Pale Lager","Pils/Lager",15,45,"Warped Wing Brewing","Microbrewery","Dayton","OH","45402","4356",39.757758,-84.18848,NA,NA,1190,1088,1563,1135,683,1083,890,1368,1138,793
"7549","3,221","2012","Warped Wing Trotwood",12,4,120,"Pale Lager","Pils/Lager",15,45,"Warped Wing Brewing","Microbrewery","Dayton","OH","45402","4356",39.757758,-84.18848,NA,NA,1047,1106,1585,1139,655,950,766,1354,1186,747
"7550","3,221","2013","Warped Wing Trotwood",12,4,120,"Pale Lager","Pils/Lager",15,45,"Warped Wing Brewing","Microbrewery","Dayton","OH","45402","4356",39.757758,-84.18848,NA,NA,1132,1028,1530,1074,631,1034,841,1359,1136,740
"7551","3,221","2014","Warped Wing Trotwood",12,4,120,"Pale Lager","Pils/Lager",15,45,"Warped Wing Brewing","Microbrewery","Dayton","OH","45402","4356",39.757758,-84.18848,NA,NA,1169,1082,1493,1064,638,1093,854,1283,1069,894
"7552","3,221","2015","Warped Wing Trotwood",12,4,120,"Pale Lager","Pils/Lager",15,45,"Warped Wing Brewing","Microbrewery","Dayton","OH","45402","4356",39.757758,-84.18848,NA,NA,1144,1059,1289,935,606,943,915,1380,1011,819
"7553","3,226","2011","Angel City LAger",25,4.8,144,"Pale Lager","Pils/Lager",11,44,"Angel City Brewing Company","Microbrewery","Los Angeles","CA","90013","20952",34.044662,-118.24255,NA,NA,261,654,2157,1406,506,76,707,1218,777,454
"7554","3,226","2012","Angel City LAger",25,4.8,144,"Pale Lager","Pils/Lager",11,44,"Angel City Brewing Company","Microbrewery","Los Angeles","CA","90013","20952",34.044662,-118.24255,NA,NA,279,905,2504,1559,586,106,690,1344,799,546
"7555","3,226","2013","Angel City LAger",25,4.8,144,"Pale Lager","Pils/Lager",11,44,"Angel City Brewing Company","Microbrewery","Los Angeles","CA","90013","20952",34.044662,-118.24255,NA,NA,255,1008,1730,1644,641,129,852,1523,867,589
"7556","3,226","2014","Angel City LAger",25,4.8,144,"Pale Lager","Pils/Lager",11,44,"Angel City Brewing Company","Microbrewery","Los Angeles","CA","90013","20952",34.044662,-118.24255,NA,NA,242,994,1785,1626,519,141,959,1711,956,579
"7557","3,226","2015","Angel City LAger",25,4.8,144,"Pale Lager","Pils/Lager",11,44,"Angel City Brewing Company","Microbrewery","Los Angeles","CA","90013","20952",34.044662,-118.24255,NA,NA,338,1032,2956,2049,606,99,1071,1670,807,671
"7558","3,227","2011","Confluence Blue Corn Lager",22,5.8,174,"Pale Lager","Pils/Lager",29,45,"Confluence Brewing Company","Microbrewery","Des Moines","IA","50315","17490",41.545089,-93.61904,NA,NA,688,1552,0,758,1504,830,1823,0,792,2506
"7559","3,227","2012","Confluence Blue Corn Lager",22,5.8,174,"Pale Lager","Pils/Lager",29,45,"Confluence Brewing Company","Microbrewery","Des Moines","IA","50315","17490",41.545089,-93.61904,NA,NA,809,1477,0,790,1477,749,1752,0,923,2454
"7560","3,227","2013","Confluence Blue Corn Lager",22,5.8,174,"Pale Lager","Pils/Lager",29,45,"Confluence Brewing Company","Microbrewery","Des Moines","IA","50315","17490",41.545089,-93.61904,NA,NA,721,1627,0,1785,1491,636,1989,0,1927,2291
"7561","3,227","2014","Confluence Blue Corn Lager",22,5.8,174,"Pale Lager","Pils/Lager",29,45,"Confluence Brewing Company","Microbrewery","Des Moines","IA","50315","17490",41.545089,-93.61904,NA,NA,673,1605,0,845,1369,645,2073,0,2061,2411
"7562","3,227","2015","Confluence Blue Corn Lager",22,5.8,174,"Pale Lager","Pils/Lager",29,45,"Confluence Brewing Company","Microbrewery","Des Moines","IA","50315","17490",41.545089,-93.61904,NA,NA,719,1669,919,1752,1510,1494,1820,0,2013,2687
"7563","3,230","2011","Upland Champagne Velvet",29,5.2,156,"Pale Lager","Pils/Lager",75,42,"Upland Brewing Company","Brew Pub/Brewery","Bloomington","IN","47404","3479",39.188246,-86.56779,NA,NA,1949,1925,2682,1795,916,1721,3069,2386,2034,1199
"7564","3,230","2012","Upland Champagne Velvet",29,5.2,156,"Pale Lager","Pils/Lager",75,42,"Upland Brewing Company","Brew Pub/Brewery","Bloomington","IN","47404","3479",39.188246,-86.56779,NA,NA,1902,1960,2645,1795,841,1872,3059,2449,1919,1120
"7565","3,230","2013","Upland Champagne Velvet",29,5.2,156,"Pale Lager","Pils/Lager",75,42,"Upland Brewing Company","Brew Pub/Brewery","Bloomington","IN","47404","3479",39.188246,-86.56779,NA,NA,1868,2121,2580,1710,849,2093,2943,2544,1806,1109
"7566","3,230","2014","Upland Champagne Velvet",29,5.2,156,"Pale Lager","Pils/Lager",75,42,"Upland Brewing Company","Brew Pub/Brewery","Bloomington","IN","47404","3479",39.188246,-86.56779,NA,NA,1922,2156,2845,1669,914,2229,1832,2570,1770,1148
"7567","3,230","2015","Upland Champagne Velvet",29,5.2,156,"Pale Lager","Pils/Lager",75,42,"Upland Brewing Company","Brew Pub/Brewery","Bloomington","IN","47404","3479",39.188246,-86.56779,NA,NA,1986,2546,1798,1710,915,2132,2081,2694,1926,1145
"7568","3,232","2011","Three Floyds Fantasmo",NA,3.9,117,"Pale Lager","Pils/Lager",17,45,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,2654,1232,2925,1449,1800,2547,1423,3108,1456,2672
"7569","3,232","2012","Three Floyds Fantasmo",NA,3.9,117,"Pale Lager","Pils/Lager",17,45,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,2780,1249,2948,1483,1841,2587,1229,3015,1513,2654
"7570","3,232","2013","Three Floyds Fantasmo",NA,3.9,117,"Pale Lager","Pils/Lager",17,45,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,2696,1294,2910,1517,1893,2427,1303,2881,1752,2677
"7571","3,232","2014","Three Floyds Fantasmo",NA,3.9,117,"Pale Lager","Pils/Lager",17,45,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,2784,1365,2817,2483,1923,2478,1235,2770,1763,2707
"7572","3,232","2015","Three Floyds Fantasmo",NA,3.9,117,"Pale Lager","Pils/Lager",17,45,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","15101",41.551457,-87.50143,NA,NA,1790,1347,2707,2559,1919,2318,1426,2743,1672,2646
"7573","3,236","2011","Big Sky Mexican Lager",NA,5.2,156,"Pale Lager","Pils/Lager",11,43,"Big Sky Brewing Company","Microbrewery","Missoula","MT","59808","3782",46.92275,-114.07639,NA,NA,2099,1531,2658,1372,898,2268,1881,2311,1633,1129
"7574","3,236","2012","Big Sky Mexican Lager",NA,5.2,156,"Pale Lager","Pils/Lager",11,43,"Big Sky Brewing Company","Microbrewery","Missoula","MT","59808","3782",46.92275,-114.07639,NA,NA,2218,1337,2640,1469,904,2472,1966,2441,1764,1146
"7575","3,236","2013","Big Sky Mexican Lager",NA,5.2,156,"Pale Lager","Pils/Lager",11,43,"Big Sky Brewing Company","Microbrewery","Missoula","MT","59808","3782",46.92275,-114.07639,NA,NA,2385,1351,2926,1521,930,2379,1714,2418,1718,1252
"7576","3,236","2014","Big Sky Mexican Lager",NA,5.2,156,"Pale Lager","Pils/Lager",11,43,"Big Sky Brewing Company","Microbrewery","Missoula","MT","59808","3782",46.92275,-114.07639,NA,NA,2326,1369,2826,1631,994,2417,1535,2572,1709,1232
"7577","3,236","2015","Big Sky Mexican Lager",NA,5.2,156,"Pale Lager","Pils/Lager",11,43,"Big Sky Brewing Company","Microbrewery","Missoula","MT","59808","3782",46.92275,-114.07639,NA,NA,2501,1440,2854,1832,1092,2645,1595,2573,1649,1184
"7578","3,237","2011","Sante Adairius Always in Life",NA,10.2,306,"Abbey Tripel","Strong Ale",11,99,"Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","13512",36.9761,-121.95316,NA,NA,1045,803,1188,1069,478,490,749,1163,1215,909
"7579","3,237","2012","Sante Adairius Always in Life",NA,10.2,306,"Abbey Tripel","Strong Ale",11,99,"Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","13512",36.9761,-121.95316,NA,NA,1148,863,1108,1033,487,548,659,1165,1109,860
"7580","3,237","2013","Sante Adairius Always in Life",NA,10.2,306,"Abbey Tripel","Strong Ale",11,99,"Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","13512",36.9761,-121.95316,NA,NA,1080,890,1066,1188,514,767,635,1155,1069,877
"7581","3,237","2014","Sante Adairius Always in Life",NA,10.2,306,"Abbey Tripel","Strong Ale",11,99,"Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","13512",36.9761,-121.95316,NA,NA,1068,972,1070,1104,491,695,632,1174,1084,1077
"7582","3,237","2015","Sante Adairius Always in Life",NA,10.2,306,"Abbey Tripel","Strong Ale",11,99,"Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","13512",36.9761,-121.95316,NA,NA,1091,881,1149,992,553,671,524,1180,1055,1239
"7583","3,238","2011","Woodland Empire Old Boise Lager",NA,4.2,126,"Pale Lager","Pils/Lager",17,41,"Woodland Empire Ale Craft","Microbrewery","Boise","ID","83702","18302",43.627734,-116.20756,NA,NA,2366,1003,1887,2301,960,2346,1557,2447,2112,969
"7584","3,238","2012","Woodland Empire Old Boise Lager",NA,4.2,126,"Pale Lager","Pils/Lager",17,41,"Woodland Empire Ale Craft","Microbrewery","Boise","ID","83702","18302",43.627734,-116.20756,NA,NA,2170,1257,1735,2279,1180,2398,2362,3256,2106,1050
"7585","3,238","2013","Woodland Empire Old Boise Lager",NA,4.2,126,"Pale Lager","Pils/Lager",17,41,"Woodland Empire Ale Craft","Microbrewery","Boise","ID","83702","18302",43.627734,-116.20756,NA,NA,2208,1113,1677,2256,1253,2412,1397,3338,2100,1084
"7586","3,238","2014","Woodland Empire Old Boise Lager",NA,4.2,126,"Pale Lager","Pils/Lager",17,41,"Woodland Empire Ale Craft","Microbrewery","Boise","ID","83702","18302",43.627734,-116.20756,NA,NA,2013,962,1574,2320,1361,2334,1049,3475,2159,1091
"7587","3,238","2015","Woodland Empire Old Boise Lager",NA,4.2,126,"Pale Lager","Pils/Lager",17,41,"Woodland Empire Ale Craft","Microbrewery","Boise","ID","83702","18302",43.627734,-116.20756,NA,NA,2052,1116,2459,2189,1294,2310,2078,3481,2213,1311
"7588","3,239","2011","Allagash Tripel Reserve",NA,9,270,"Abbey Tripel","Strong Ale",1409,99,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,2016,1598,744,1700,1518,1748,1232,0,787,2706
"7589","3,239","2012","Allagash Tripel Reserve",NA,9,270,"Abbey Tripel","Strong Ale",1409,99,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,3059,1547,822,1748,1421,2822,1141,995,864,2706
"7590","3,239","2013","Allagash Tripel Reserve",NA,9,270,"Abbey Tripel","Strong Ale",1409,99,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,3072,1498,752,740,1561,2605,1201,934,1002,2781
"7591","3,239","2014","Allagash Tripel Reserve",NA,9,270,"Abbey Tripel","Strong Ale",1409,99,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,2904,1445,860,685,1543,2509,1399,995,891,2940
"7592","3,239","2015","Allagash Tripel Reserve",NA,9,270,"Abbey Tripel","Strong Ale",1409,99,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,2853,1412,1940,711,1612,2653,1322,0,931,2893
"7593","3,241","2011","Russian River Damnation Batch 23/46/69 (Oak Aged)",NA,11,330,"Abbey Tripel","Strong Ale",386,99,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","22924",38.457611,-122.69317,NA,NA,916,1624,0,1279,2408,1683,1887,0,1319,3041
"7594","3,241","2012","Russian River Damnation Batch 23/46/69 (Oak Aged)",NA,11,330,"Abbey Tripel","Strong Ale",386,99,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","22924",38.457611,-122.69317,NA,NA,903,1559,0,1452,2504,1622,1795,0,1493,2939
"7595","3,241","2013","Russian River Damnation Batch 23/46/69 (Oak Aged)",NA,11,330,"Abbey Tripel","Strong Ale",386,99,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","22924",38.457611,-122.69317,NA,NA,0,1893,0,1458,2508,1469,1810,0,1489,3100
"7596","3,241","2014","Russian River Damnation Batch 23/46/69 (Oak Aged)",NA,11,330,"Abbey Tripel","Strong Ale",386,99,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","22924",38.457611,-122.69317,NA,NA,0,1762,0,1361,2833,1428,1652,0,1587,3261
"7597","3,241","2015","Russian River Damnation Batch 23/46/69 (Oak Aged)",NA,11,330,"Abbey Tripel","Strong Ale",386,99,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","22924",38.457611,-122.69317,NA,NA,955,1797,0,1450,3105,1478,1658,0,1546,3387
"7598","3,243","2011","Anchorage The Tide and Its Takers Triple",30,9,270,"Abbey Tripel","Strong Ale",391,99,"Anchorage Brewing Company","Microbrewery","Anchorage","AK","99515","29536",61.122943,-149.88852,NA,NA,2830,1573,3185,2194,580,3186,1832,1474,2276,787
"7599","3,243","2012","Anchorage The Tide and Its Takers Triple",30,9,270,"Abbey Tripel","Strong Ale",391,99,"Anchorage Brewing Company","Microbrewery","Anchorage","AK","99515","29536",61.122943,-149.88852,NA,NA,2696,1899,3007,2153,741,3263,1699,2367,2228,954
"7600","3,243","2013","Anchorage The Tide and Its Takers Triple",30,9,270,"Abbey Tripel","Strong Ale",391,99,"Anchorage Brewing Company","Microbrewery","Anchorage","AK","99515","29536",61.122943,-149.88852,NA,NA,1980,985,2782,2300,851,3299,784,3378,1312,1013
"7601","3,243","2014","Anchorage The Tide and Its Takers Triple",30,9,270,"Abbey Tripel","Strong Ale",391,99,"Anchorage Brewing Company","Microbrewery","Anchorage","AK","99515","29536",61.122943,-149.88852,NA,NA,3077,1157,2600,1207,1024,2888,923,3077,2211,1109
"7602","3,243","2015","Anchorage The Tide and Its Takers Triple",30,9,270,"Abbey Tripel","Strong Ale",391,99,"Anchorage Brewing Company","Microbrewery","Anchorage","AK","99515","29536",61.122943,-149.88852,NA,NA,3214,1136,2537,2235,967,2750,815,3285,2215,1269
"7603","3,252","2011","Allagash Curieux",NA,11,330,"Abbey Tripel","Strong Ale",1307,98,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,2016,1598,744,1700,1518,1748,1232,0,787,2706
"7604","3,252","2012","Allagash Curieux",NA,11,330,"Abbey Tripel","Strong Ale",1307,98,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,3059,1547,822,1748,1421,2822,1141,995,864,2706
"7605","3,252","2013","Allagash Curieux",NA,11,330,"Abbey Tripel","Strong Ale",1307,98,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,3072,1498,752,740,1561,2605,1201,934,1002,2781
"7606","3,252","2014","Allagash Curieux",NA,11,330,"Abbey Tripel","Strong Ale",1307,98,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,2904,1445,860,685,1543,2509,1399,995,891,2940
"7607","3,252","2015","Allagash Curieux",NA,11,330,"Abbey Tripel","Strong Ale",1307,98,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","11808",43.685882,-70.2903,NA,NA,2853,1412,1940,711,1612,2653,1322,0,931,2893
"7608","3,253","2011","Thirsty Dog Bourbon Barrel Aged Cerberus",25,12,360,"Abbey Tripel","Strong Ale",28,98,"Thirsty Dog Brewing Company","Brew Pub/Brewery","Akron","OH","44311","23066",41.063055,-81.51906,NA,NA,1049,1744,975,614,288,1479,1142,1121,511,198
"7609","3,253","2012","Thirsty Dog Bourbon Barrel Aged Cerberus",25,12,360,"Abbey Tripel","Strong Ale",28,98,"Thirsty Dog Brewing Company","Brew Pub/Brewery","Akron","OH","44311","23066",41.063055,-81.51906,NA,NA,1000,1330,1071,660,256,1333,1432,1119,530,254
"7610","3,253","2013","Thirsty Dog Bourbon Barrel Aged Cerberus",25,12,360,"Abbey Tripel","Strong Ale",28,98,"Thirsty Dog Brewing Company","Brew Pub/Brewery","Akron","OH","44311","23066",41.063055,-81.51906,NA,NA,944,1707,991,546,263,1201,1608,1048,534,265
"7611","3,253","2014","Thirsty Dog Bourbon Barrel Aged Cerberus",25,12,360,"Abbey Tripel","Strong Ale",28,98,"Thirsty Dog Brewing Company","Brew Pub/Brewery","Akron","OH","44311","23066",41.063055,-81.51906,NA,NA,1093,1685,1072,451,305,1198,1790,948,604,312
"7612","3,253","2015","Thirsty Dog Bourbon Barrel Aged Cerberus",25,12,360,"Abbey Tripel","Strong Ale",28,98,"Thirsty Dog Brewing Company","Brew Pub/Brewery","Akron","OH","44311","23066",41.063055,-81.51906,NA,NA,1055,2022,968,463,281,950,1745,958,648,385
"7613","3,254","2011","Ommegang Game of Thrones #7 - Valar Dohaeris",NA,9,270,"Abbey Tripel","Strong Ale",106,98,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,586,340,576,622,345,518,509,608,865,678
"7614","3,254","2012","Ommegang Game of Thrones #7 - Valar Dohaeris",NA,9,270,"Abbey Tripel","Strong Ale",106,98,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,549,278,547,688,410,408,451,588,880,716
"7615","3,254","2013","Ommegang Game of Thrones #7 - Valar Dohaeris",NA,9,270,"Abbey Tripel","Strong Ale",106,98,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,512,342,525,738,422,338,399,569,856,755
"7616","3,254","2014","Ommegang Game of Thrones #7 - Valar Dohaeris",NA,9,270,"Abbey Tripel","Strong Ale",106,98,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,447,335,530,757,532,356,375,530,904,779
"7617","3,254","2015","Ommegang Game of Thrones #7 - Valar Dohaeris",NA,9,270,"Abbey Tripel","Strong Ale",106,98,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,445,385,589,808,553,372,319,528,870,746
"7618","3,264","2011","Sockeye Big Creek Trappist",NA,6.8,204,"Abbey Tripel","Strong Ale",14,94,"Sockeye Brewing","Brew Pub","Boise","ID","83704","18302",43.63123,-116.28716,NA,NA,1903,1197,0,859,2078,824,2349,0,1065,2966
"7619","3,264","2012","Sockeye Big Creek Trappist",NA,6.8,204,"Abbey Tripel","Strong Ale",14,94,"Sockeye Brewing","Brew Pub","Boise","ID","83704","18302",43.63123,-116.28716,NA,NA,1755,1054,0,1052,2074,735,2176,0,1099,3144
"7620","3,264","2013","Sockeye Big Creek Trappist",NA,6.8,204,"Abbey Tripel","Strong Ale",14,94,"Sockeye Brewing","Brew Pub","Boise","ID","83704","18302",43.63123,-116.28716,NA,NA,948,1138,0,1241,2151,838,2053,0,1178,3111
"7621","3,264","2014","Sockeye Big Creek Trappist",NA,6.8,204,"Abbey Tripel","Strong Ale",14,94,"Sockeye Brewing","Brew Pub","Boise","ID","83704","18302",43.63123,-116.28716,NA,NA,0,1143,0,1267,2203,807,1903,0,1149,3450
"7622","3,264","2015","Sockeye Big Creek Trappist",NA,6.8,204,"Abbey Tripel","Strong Ale",14,94,"Sockeye Brewing","Brew Pub","Boise","ID","83704","18302",43.63123,-116.28716,NA,NA,993,1901,0,1083,2218,783,1957,0,1051,3452
"7623","3,266","2011","Ommegang Tripel Perfection",NA,8.9,267,"Abbey Tripel","Strong Ale",287,97,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,586,340,576,622,345,518,509,608,865,678
"7624","3,266","2012","Ommegang Tripel Perfection",NA,8.9,267,"Abbey Tripel","Strong Ale",287,97,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,549,278,547,688,410,408,451,588,880,716
"7625","3,266","2013","Ommegang Tripel Perfection",NA,8.9,267,"Abbey Tripel","Strong Ale",287,97,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,512,342,525,738,422,338,399,569,856,755
"7626","3,266","2014","Ommegang Tripel Perfection",NA,8.9,267,"Abbey Tripel","Strong Ale",287,97,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,447,335,530,757,532,356,375,530,904,779
"7627","3,266","2015","Ommegang Tripel Perfection",NA,8.9,267,"Abbey Tripel","Strong Ale",287,97,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","16805",42.703091,-74.91413,NA,NA,445,385,589,808,553,372,319,528,870,746
"7628","3,267","2011","Midnight Sun Panty Peeler",15,8.5,255,"Abbey Tripel","Strong Ale",444,97,"Midnight Sun Brewing Company","Microbrewery","Anchorage","AK","99507","29536",61.154834,-149.82865,NA,NA,0,1792,0,732,1222,700,1646,0,985,1354
